staging_record_id,source_system,source_record_id,deterministic_cluster_id,probabilistic_cluster_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,cluster_confidence,cluster_confidence_type,deterministic_linking_rules,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,record_created_date,preferred_contact_channel,first_name,surname,date_of_birth,email,telephone_number,address,postcode,transaction_date_time,guest_transaction,billing_address,billing_postcode,event_id,event_name,event_category,event_date,ticket_type,ticket_quantity,unit_price,transaction_total,card_brand,cardholder_name,card_last_4,purchaser_first_name,purchaser_surname,contact_name,last_contact_date,consent_status,emails_opened_count,links_clicked_count,guest_session,session_date_time_start,session_date_time_end,session_duration_seconds,device_type,basket_created,basket_converted,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
STG008751,ECOMMERCE,TXN000751,DCL007929,PCL007925,unresolved_singleton,Unresolved,1,1,,,,,TXN000751,,,,,,Sharon,Smih,Sharon Smih,sharon.smith@yahoo.com,+44 7572077693,"032 Connor Crest, Derby",DE1 0AB,,sharon,smih,sharonsmih,sharon.smith@yahoo.com,07572077693,032 connor crest derby,DE10AB,,,,,,,sharon.smith@yahoo.com,+44 7572077693,,,2025-01-04 06:56:14,True,"032 Connor Crest, Derby",DE1 0AB,EVT0004,Saturday Circuit,Comedy,2025-01-25,Seated,1,82.17,82.17,Mastercard,Sharon Smith,0256,Sharon,Smih,,,,,,,,,,,,,,,,,,,,
STG008776,ECOMMERCE,TXN000776,DCL007934,PCL007930,unresolved_singleton,Unresolved,1,1,,,,,TXN000776,,,,,,Dale,Haper,Dale Haper,dale.harper81@hotmail.com,,"424 Caroline Isle, York",YO1 7ZN,,dale,haper,dalehaper,dale.harper81@hotmail.com,,424 caroline isle york,YO17ZN,,,,,,,dale.harper81@hotmail.com,,,,2025-01-04 10:43:12,True,"424 Caroline Isle, York",YO1 7ZN,EVT0008,Northern Horizons,Music,2025-02-22,Standing,2,31.35,62.7,Mastercard,Dale Harper,9013,Dale,Haper,,,,,,,,,,,,,,,,,,,,
STG008778,ECOMMERCE,TXN000778,DCL007935,PCL007931,unresolved_singleton,Unresolved,1,1,,,,,TXN000778,,,,,,Ben,Turner,Ben Turner,,+44 7430034522,"2 Green Walk, Stoke-on-Trent",ST1 4VX,,ben,turner,benturner,,07430034522,2 green walk stoke on trent,ST14VX,,,,,,,,+44 7430034522,,,2025-01-04 11:19:39,True,"2 Green Walk, Stoke-on-Trent",ST1 4VX,EVT0003,Big Special,Comedy,2025-01-18,Standing,1,61.14,61.14,Mastercard,Ben Turner,6758,Ben,Turner,,,,,,,,,,,,,,,,,,,,
STG008784,ECOMMERCE,TXN000784,DCL007936,PCL007932,unresolved_singleton,Unresolved,1,1,,,,,TXN000784,,,,,,Kerry,Patel,Kerry Patel,kerry.patel88@gmail.com,+44 7641921074,"Flat 08v, Tina Turnpike, Ipswich",IP1 5PR,,kerry,patel,kerrypatel,kerry.patel88@gmail.com,07641921074,flat 08v tina turnpike ipswich,IP15PR,,,,,,,kerry.patel88@gmail.com,+44 7641921074,,,2025-01-04 11:49:19,True,"Flat 08v, Tina Turnpike, Ipswich",IP1 5PR,EVT0008,Northern Horizons,Music,2025-02-22,Standing,2,31.35,62.7,Mastercard,Kerry Patel,0628,Kerry,Patel,,,,,,,,,,,,,,,,,,,,
STG008998,ECOMMERCE,TXN000998,DCL007966,PCL007962,unresolved_singleton,Unresolved,1,1,,,,,TXN000998,,,,,,Stephanie,Gray,Stephanie Gray,stephanie.gray@gmail.com,+44 7435218810,"Studio 2, Jones Branch, Plymouth",PL1 3RK,,stephanie,gray,stephaniegray,stephanie.gray@gmail.com,07435218810,studio 2 jones branch plymouth,PL13RK,,,,,,,stephanie.gray@gmail.com,+44 7435218810,,,2025-01-05 19:07:18,True,"Studio 2, Jones Branch, Plymouth",PL1 3RK,EVT0020,Colourful Quest,Family,2025-05-17,Standing,2,25.9,51.8,Mastercard,Stephanie Gray,9264,Stephanie,Gray,,,,,,,,,,,,,,,,,,,,
STG009367,ECOMMERCE,TXN001367,DCL008025,PCL008021,unresolved_singleton,Unresolved,1,1,,,,,TXN001367,,,,,,Tom,Akhtar,Tom Akhtar,tom.akhtar@hotmail.com,+44 7237914595,"Flat 00, Lynda Plains, Chelmsford",CM1 0FG,,tom,akhtar,tomakhtar,tom.akhtar@hotmail.com,07237914595,flat 00 lynda plains chelmsford,CM10FG,,,,,,,tom.akhtar@hotmail.com,+44 7237914595,,,2025-01-08 04:50:15,True,"Flat 00, Lynda Plains, Chelmsford",CM1 0FG,EVT0002,Elite Sports Festival,Sport,2025-01-11,Seated,1,42.67,42.67,Mastercard,Tom Akhtar,2237,Tom,Akhtar,,,,,,,,,,,,,,,,,,,,
STG009530,ECOMMERCE,TXN001530,DCL008049,PCL008045,unresolved_singleton,Unresolved,1,1,,,,,TXN001530,,,,,,Antony,Knowles,Antony Knowles,antony.knowles2@gmail.com,+44 7076552957,"3 Brady Forge, Luton",LU1 2AY,,antony,knowles,antonyknowles,antony.knowles2@gmail.com,07076552957,3 brady forge luton,LU12AY,,,,,,,antony.knowles2@gmail.com,+44 7076552957,,,2025-01-09 08:42:30,True,"3 Brady Forge, Luton",LU1 2AY,EVT0033,Crimson Sound,Music,2025-08-16,Standing,2,21.87,43.74,Visa,Antony Knowles,8920,Antony,Knowles,,,,,,,,,,,,,,,,,,,,
STG009625,ECOMMERCE,TXN001625,DCL008062,PCL008058,unresolved_singleton,Unresolved,1,1,,,,,TXN001625,,,,,,oNrman,Mason,oNrman Mason,nmason95@yahoo.com,+44 7109471527,"Flat 88i, Stephanie Ports, Carlisle",CA13YX,,onrman,mason,onrmanmason,nmason95@yahoo.com,07109471527,flat 88i stephanie ports carlisle,CA13YX,,,,,,,nmason95@yahoo.com,+44 7109471527,,,2025-01-10 02:08:31,True,"Flat 88i, Stephanie Ports, Carlisle",CA13YX,EVT0016,Punchline Joke Factory,Comedy,2025-04-19,Standing,1,47.85,47.85,Visa,Norman Mason,4645,oNrman,Mason,,,,,,,,,,,,,,,,,,,,
STG010101,ECOMMERCE,TXN002101,DCL008126,PCL008119,unresolved_singleton,Unresolved,1,1,,,,,TXN002101,,,,,,Hazel,Jones,Hazel Jones,hjones73@hotmail.com,,"6 Caroline Mountains, Bournemouth",BH1 5XD,,hazel,jones,hazeljones,hjones73@hotmail.com,,6 caroline mountains bournemouth,BH15XD,,,,,,,hjones73@hotmail.com,,,,2025-01-14 05:22:52,True,"6 Caroline Mountains, Bournemouth",BH1 5XD,EVT0012,Amazing Carnival,Family,2025-03-22,Standing,1,26.99,26.99,Mastercard,Hazel Jones,4347,Hazel,Jones,,,,,,,,,,,,,,,,,,,,
STG010331,ECOMMERCE,TXN002331,DCL008162,PCL008155,unresolved_singleton,Unresolved,1,1,,,,,TXN002331,,,,,,Beth,Harrison,Beth Harrison,beth.harrison@gmail.com,+44 7564739530,"Studio 52, James Meadows, Glasgow",G11GL,,beth,harrison,bethharrison,beth.harrison@gmail.com,07564739530,studio 52 james meadows glasgow,G11GL,,,,,,,beth.harrison@gmail.com,+44 7564739530,,,2025-01-16 06:05:01,True,"Studio 52, James Meadows, Glasgow",G11GL,EVT0005,Secret Quest,Family,2025-02-01,Seated,1,89.12,89.12,Mastercard,Beth Harrison,0573,Beth,Harrison,,,,,,,,,,,,,,,,,,,,
STG010733,ECOMMERCE,TXN002733,DCL008212,PCL008204,unresolved_singleton,Unresolved,1,1,,,,,TXN002733,,,,,,Clare,Stephenson,Clare Stephenson,clare.stephenson@gmail.com,+44 7744403580,"Studio 09, Smith Radial, Ipswich",IP1 1QE,,clare,stephenson,clarestephenson,clare.stephenson@gmail.com,07744403580,studio 09 smith radial ipswich,IP11QE,,,,,,,clare.stephenson@gmail.com,+44 7744403580,,,2025-01-20 04:31:16,True,"Studio 09, Smith Radial, Ipswich",IP1 1QE,EVT0008,Northern Horizons,Music,2025-02-22,Standing,1,31.35,31.35,Mastercard,Clare Stephenson,5346,Clare,Stephenson,,,,,,,,,,,,,,,,,,,,
STG010741,ECOMMERCE,TXN002741,DCL008213,PCL008205,unresolved_singleton,Unresolved,1,1,,,,,TXN002741,,,,,,Peter,Waters,Peter Waters,,,"526 Callum Points, Sheffield",S1 8SF,,peter,waters,peterwaters,,,526 callum points sheffield,S18SF,,,,,,,,,,,2025-01-20 06:03:25,True,"526 Callum Points, Sheffield",S1 8SF,EVT0043,Secret Workshop,Family,2025-10-25,Standing,2,60.21,120.42,Visa,Peter Waters,8893,Peter,Waters,,,,,,,,,,,,,,,,,,,,
STG010825,ECOMMERCE,TXN002825,DCL008226,PCL008218,unresolved_singleton,Unresolved,1,1,,,,,TXN002825,,,,,,Ze,Jones,Ze Jones,,+44 7279459789,"52 White Mountains, Stoke-on-Trent",ST1 0XH,,ze,jones,zejones,,07279459789,52 white mountains stoke on trent,ST10XH,,,,,,,,+44 7279459789,,,2025-01-21 00:15:57,True,"52 White Mountains, Stoke-on-Trent",ST1 0XH,EVT0007,Curious Discovery,Family,2025-02-15,Seated,1,55.26,55.26,Visa,Zoe Jones,1545,Ze,Jones,,,,,,,,,,,,,,,,,,,,
STG010844,ECOMMERCE,TXN002844,DCL008227,PCL008219,unresolved_singleton,Unresolved,1,1,,,,,TXN002844,,,,,,Lesley,Armstrong,Lesley Armstrong,lesley.armstrong@gmail.com,,"Studio 27I, Zoe Ridges, Lincoln",LN1 6BH,,lesley,armstrong,lesleyarmstrong,lesley.armstrong@gmail.com,,studio 27i zoe ridges lincoln,LN16BH,,,,,,,lesley.armstrong@gmail.com,,,,2025-01-21 05:36:21,True,"Studio 27I, Zoe Ridges, Lincoln",LN1 6BH,EVT0020,Colourful Quest,Family,2025-05-17,Standing,2,25.9,51.8,Visa,L. Armstrong,9102,Lesley,Armstrong,,,,,,,,,,,,,,,,,,,,
STG010850,ECOMMERCE,TXN002850,DCL008228,PCL008220,unresolved_singleton,Unresolved,1,1,,,,,TXN002850,,,,,,Marcus,Thompson,Marcus Thompson,marcusthompson44@outlook.com,+44 7592642812,"Flat 03, Nicholas Spring, Peterborough",PE1 6XP,,marcus,thompson,marcusthompson,marcusthompson44@outlook.com,07592642812,flat 03 nicholas spring peterborough,PE16XP,,,,,,,marcusthompson44@outlook.com,+44 7592642812,,,2025-01-21 06:27:56,True,"Flat 03, Nicholas Spring, Peterborough",PE1 6XP,EVT0034,Unfiltered Night,Comedy,2025-08-23,Seated,1,64.68,64.68,American Express,Marcus Thompson,9094,Marcus,Thompson,,,,,,,,,,,,,,,,,,,,
STG011004,ECOMMERCE,TXN003004,DCL008251,PCL008243,unresolved_singleton,Unresolved,1,1,,,,,TXN003004,,,,,,Arthur,Clrake,Arthur Clrake,arthur.clarke@yahoo.com,,"4 Carl Plains, Blackburn",BB1 8SP,,arthur,clrake,arthurclrake,arthur.clarke@yahoo.com,,4 carl plains blackburn,BB18SP,,,,,,,arthur.clarke@yahoo.com,,,,2025-01-22 19:27:00,True,"4 Carl Plains, Blackburn",BB1 8SP,EVT0015,Late Night Sessions,Comedy,2025-04-12,Seated,1,38.16,38.16,Visa,Arthur Clarke,4654,Arthur,Clrake,,,,,,,,,,,,,,,,,,,,
STG011159,ECOMMERCE,TXN003159,DCL008270,PCL008261,unresolved_singleton,Unresolved,1,1,,,,,TXN003159,,,,,,Paige,Birggs,Paige Birggs,paige.briggs@gmail.com,+44 7853821759,"972 Norris Parkway, London",SW1 3PW,,paige,birggs,paigebirggs,paige.briggs@gmail.com,07853821759,972 norris parkway london,SW13PW,,,,,,,paige.briggs@gmail.com,+44 7853821759,,,2025-01-24 17:20:05,True,"972 Norris Parkway, London",SW1 3PW,EVT0012,Amazing Carnival,Family,2025-03-22,Standing,4,26.99,107.96,Visa,Paige Briggs,5549,Paige,Birggs,,,,,,,,,,,,,,,,,,,,
STG011184,ECOMMERCE,TXN003184,DCL008276,PCL008267,unresolved_singleton,Unresolved,1,1,,,,,TXN003184,,,,,,Mary,Kelly,Mary Kelly,mary.kelly@yahoo.com,+44 7014769968,"86 Begum Isle, Edinburgh",EH1 6SZ,,mary,kelly,marykelly,mary.kelly@yahoo.com,07014769968,86 begum isle edinburgh,EH16SZ,,,,,,,mary.kelly@yahoo.com,+44 7014769968,,,2025-01-25 01:05:21,True,"86 Begum Isle, Edinburgh",EH1 6SZ,EVT0018,Silver Anthems,Music,2025-05-03,Seated,4,45.59,182.36,Visa,Mary Kelly,9180,Mary,Kelly,,,,,,,,,,,,,,,,,,,,
STG011602,ECOMMERCE,TXN003602,DCL008331,PCL008322,unresolved_singleton,Unresolved,1,1,,,,,TXN003602,,,,,,Rosemary,Jones,Rosemary Jones,rosemary.jones@yahoo.com,,"Studio 79, Cox Corner, Wrexham",LL11 2KB,,rosemary,jones,rosemaryjones,rosemary.jones@yahoo.com,,studio 79 cox corner wrexham,LL112KB,,,,,,,rosemary.jones@yahoo.com,,,,2025-01-30 05:21:53,True,"Studio 79, Cox Corner, Wrexham",LL11 2KB,EVT0018,Silver Anthems,Music,2025-05-03,Standing,3,28.06,84.18,Mastercard,Rosemary Jones,7708,Rosemary,Jones,,,,,,,,,,,,,,,,,,,,
STG011615,ECOMMERCE,TXN003615,DCL008334,PCL008325,unresolved_singleton,Unresolved,1,1,,,,,TXN003615,,,,,,Christian,Chamberlain,Christian Chamberlain,christian.chamberlain@hotmail.com,+44 7039702108,"Flat 33B, Lisa Drives, Perth",PH1 2AN,,christian,chamberlain,christianchamberlain,christian.chamberlain@hotmail.com,07039702108,flat 33b lisa drives perth,PH12AN,,,,,,,christian.chamberlain@hotmail.com,+44 7039702108,,,2025-01-30 11:02:28,True,"Flat 33B, Lisa Drives, Perth",PH1 2AN,EVT0036,Neon Signals,Music,2025-09-06,Standing,2,64.58,129.16,Mastercard,Christian Chamberlain,4156,Christian,Chamberlain,,,,,,,,,,,,,,,,,,,,
STG011624,ECOMMERCE,TXN003624,DCL008336,PCL008327,unresolved_singleton,Unresolved,1,1,,,,,TXN003624,,,,,,Hazel,Robinson,Hazel Robinson,hazel.robinson@hotmail.com,+44 7560942419,"Studio 0, Charlie Vista, Bradford",BD1 5IF,,hazel,robinson,hazelrobinson,hazel.robinson@hotmail.com,07560942419,studio 0 charlie vista bradford,BD15IF,,,,,,,hazel.robinson@hotmail.com,+44 7560942419,,,2025-01-30 13:06:56,True,"Studio 0, Charlie Vista, Bradford",BD1 5IF,EVT0005,Secret Quest,Family,2025-02-01,Standing,3,64.66,193.98,Mastercard,Hazel Robinson,7537,Hazel,Robinson,,,,,,,,,,,,,,,,,,,,
STG011647,ECOMMERCE,TXN003647,DCL008338,PCL008329,unresolved_singleton,Unresolved,1,1,,,,,TXN003647,,,,,,Sandra,Richards,Sandra Richards,sandra.richards@gmail.com,+44 7259674095,"901 Angela Plains, Chelmsford",CM1 8WG,,sandra,richards,sandrarichards,sandra.richards@gmail.com,07259674095,901 angela plains chelmsford,CM18WG,,,,,,,sandra.richards@gmail.com,+44 7259674095,,,2025-01-30 18:21:14,True,"901 Angela Plains, Chelmsford",CM1 8WG,EVT0007,Curious Discovery,Family,2025-02-15,Standing,1,38.52,38.52,American Express,Sandra Richards,4779,Sandra,Richards,,,,,,,,,,,,,,,,,,,,
STG011794,ECOMMERCE,TXN003794,DCL008357,PCL008348,unresolved_singleton,Unresolved,1,1,,,,,TXN003794,,,,,,Jade,Harrison,Jade Harrison,jharrison90@gmail.com,+44 7915956789,"912 Cheryl Coves, Bath",BA1 2EW,,jade,harrison,jadeharrison,jharrison90@gmail.com,07915956789,912 cheryl coves bath,BA12EW,,,,,,,jharrison90@gmail.com,+44 7915956789,,,2025-02-01 18:22:19,True,"912 Cheryl Coves, Bath",BA1 2EW,EVT0012,Amazing Carnival,Family,2025-03-22,Standing,2,26.99,53.98,Visa,Jade Harrison,3906,Jade,Harrison,,,,,,,,,,,,,,,,,,,,
STG012059,ECOMMERCE,TXN004059,DCL008389,PCL008378,unresolved_singleton,Unresolved,1,1,,,,,TXN004059,,,,,,Leon,Holmes,Leon Holmes,leon.holmes@yahoo.com,+44 7739021332,"Studio 22B, Gavin Spurs, Edinburgh",EH1 3DA,,leon,holmes,leonholmes,leon.holmes@yahoo.com,07739021332,studio 22b gavin spurs edinburgh,EH13DA,,,,,,,leon.holmes@yahoo.com,+44 7739021332,,,2025-02-04 23:13:41,True,"Studio 22B, Gavin Spurs, Edinburgh",EH1 3DA,EVT0008,Northern Horizons,Music,2025-02-22,Standing,2,31.35,62.7,Visa,Leon Holmes,9670,Leon,Holmes,,,,,,,,,,,,,,,,,,,,
STG012195,ECOMMERCE,TXN004195,DCL008403,PCL008392,unresolved_singleton,Unresolved,1,1,,,,,TXN004195,,,,,,Frank,Brown,Frank Brown,frank.brown@yahoo.com,+44 7763479291,"Studio 15B, O'Neill Mount, London",NW1 4CU,,frank,brown,frankbrown,frank.brown@yahoo.com,07763479291,studio 15b o neill mount london,NW14CU,,,,,,,frank.brown@yahoo.com,+44 7763479291,,,2025-02-06 16:43:50,True,"Studio 15B, O'Neill Mount, London",NW1 4CU,EVT0009,The Hidden Journey,Theatre,2025-03-01,Standing,1,35.62,35.62,Mastercard,Frank Brown,6070,Frank,Brown,,,,,,,,,,,,,,,,,,,,
STG012388,ECOMMERCE,TXN004388,DCL008432,PCL008421,unresolved_singleton,Unresolved,1,1,,,,,TXN004388,,,,,,Anna,O'Brien,Anna O'Brien,,,"Studio 53q, Howard Meadows, Bradford",BD1 8CU,,anna,obrien,annaobrien,,,studio 53q howard meadows bradford,BD18CU,,,,,,,,,,,2025-02-09 07:21:03,True,"Studio 53q, Howard Meadows, Bradford",BD1 8CU,EVT0014,The Last Promise,Theatre,2025-04-05,Standing,1,21.54,21.54,Mastercard,Anna O'Brien,1211,Anna,O'Brien,,,,,,,,,,,,,,,,,,,,
STG012443,ECOMMERCE,TXN004443,DCL008437,PCL008426,unresolved_singleton,Unresolved,1,1,,,,,TXN004443,,,,,,Josh,Fisher,Josh Fisher,joshfisher63@icloud.com,+44 7516905974,"3 Chapman Manors, Worcester",WR1 3DS,,josh,fisher,joshfisher,joshfisher63@icloud.com,07516905974,3 chapman manors worcester,WR13DS,,,,,,,joshfisher63@icloud.com,+44 7516905974,,,2025-02-10 00:14:13,True,"3 Chapman Manors, Worcester",WR1 3DS,EVT0033,Crimson Sound,Music,2025-08-16,Seated,1,40.74,40.74,Visa,Josh Fisher,0255,Josh,Fisher,,,,,,,,,,,,,,,,,,,,
STG012444,ECOMMERCE,TXN004444,DCL008438,PCL008427,unresolved_singleton,Unresolved,1,1,,,,,TXN004444,,,,,,Roger,Mithcell,Roger Mithcell,rmitchell54@outlook.com,+44 7553814899,"99 Michael Loop, Wolverhampton",WV1 8JF,,roger,mithcell,rogermithcell,rmitchell54@outlook.com,07553814899,99 michael loop wolverhampton,WV18JF,,,,,,,rmitchell54@outlook.com,+44 7553814899,,,2025-02-10 00:37:03,True,"99 Michael Loop, Wolverhampton",WV1 8JF,EVT0042,Late Night Comedy Club,Comedy,2025-10-18,Seated,1,43.75,43.75,Visa,Roger Mitchell,7885,Roger,Mithcell,,,,,,,,,,,,,,,,,,,,
STG012752,ECOMMERCE,TXN004752,DCL008483,PCL008469,unresolved_singleton,Unresolved,1,1,,,,,TXN004752,,,,,,Benjamin,Jenkins,Benjamin Jenkins,benjamin.jenkins@gmail.com,+44 7020467132,"Flat 11S, Lynne Forks, Portsmouth",PO1 3QO,,benjamin,jenkins,benjaminjenkins,benjamin.jenkins@gmail.com,07020467132,flat 11s lynne forks portsmouth,PO13QO,,,,,,,benjamin.jenkins@gmail.com,+44 7020467132,,,2025-02-14 03:45:09,True,"Flat 11S, Lynne Forks, Portsmouth",PO1 3QO,EVT0013,Colourful Carnival 2,Family,2025-03-29,Standing,1,58.25,58.25,Mastercard,B. Jenkins,1386,Benjamin,Jenkins,,,,,,,,,,,,,,,,,,,,
STG012771,ECOMMERCE,TXN004771,DCL008488,PCL008473,unresolved_singleton,Unresolved,1,1,,,,,TXN004771,,,,,,Christopher,Burtn,Christopher Burtn,christopher.burton@gmail.com,+44 7526885382,"3 Amy Field, Armagh",BT616WA,,christopher,burtn,christopherburtn,christopher.burton@gmail.com,07526885382,3 amy field armagh,BT616WA,,,,,,,christopher.burton@gmail.com,+44 7526885382,,,2025-02-14 08:48:38,True,"3 Amy Field, Armagh",BT616WA,EVT0007,Curious Discovery,Family,2025-02-15,Standing,1,38.52,38.52,Mastercard,Christopher Burton,3600,Christopher,Burtn,,,,,,,,,,,,,,,,,,,,
STG012959,ECOMMERCE,TXN004959,DCL008511,PCL008496,unresolved_singleton,Unresolved,1,1,,,,,TXN004959,,,,,,Maria,Clemnts,Maria Clemnts,maria.clements@hotmail.com,+44 7620054027,"Studio 11J, Carey Crest, Plymouth",PL1 3DG,,maria,clemnts,mariaclemnts,maria.clements@hotmail.com,07620054027,studio 11j carey crest plymouth,PL13DG,,,,,,,maria.clements@hotmail.com,+44 7620054027,,,2025-02-17 01:45:10,True,"Studio 11J, Carey Crest, Plymouth",PL1 3DG,EVT0020,Colourful Quest,Family,2025-05-17,Standing,3,25.9,77.7,Mastercard,Maria Clements,6220,Maria,Clemnts,,,,,,,,,,,,,,,,,,,,
STG013069,ECOMMERCE,TXN005069,DCL008521,PCL008506,unresolved_singleton,Unresolved,1,1,,,,,TXN005069,,,,,,Amanda,Connor,Amanda Connor,amanda.connor@gmail.com,,"3 Carly Manors, London",N1 3SI,,amanda,connor,amandaconnor,amanda.connor@gmail.com,,3 carly manors london,N13SI,,,,,,,amanda.connor@gmail.com,,,,2025-02-18 12:34:08,True,"3 Carly Manors, London",N1 3SI,EVT0033,Crimson Sound,Music,2025-08-16,Standing,1,21.87,21.87,Visa,Amanda Connor,7180,Amanda,Connor,,,,,,,,,,,,,,,,,,,,
STG013079,ECOMMERCE,TXN005079,DCL008523,PCL008508,unresolved_singleton,Unresolved,1,1,,,,,TXN005079,,,,,,Nicola,Poole,Nicola Poole,nicola.poole@yahoo.com,+44 7218036485,"639 Jessica Loop, Plymouth",PL1 6KG,,nicola,poole,nicolapoole,nicola.poole@yahoo.com,07218036485,639 jessica loop plymouth,PL16KG,,,,,,,nicola.poole@yahoo.com,+44 7218036485,,,2025-02-18 16:18:39,True,"639 Jessica Loop, Plymouth",PL1 6KG,EVT0015,Late Night Sessions,Comedy,2025-04-12,Standing,2,31.7,63.4,Visa,Nicola Poole,1632,Nicola,Poole,,,,,,,,,,,,,,,,,,,,
STG013094,ECOMMERCE,TXN005094,DCL008526,PCL008511,unresolved_singleton,Unresolved,1,1,,,,,TXN005094,,,,,,Marc,Ferguson,Marc Ferguson,mferguson74@icloud.com,,"51 Peters Village, Derry",BT48 6CF,,marc,ferguson,marcferguson,mferguson74@icloud.com,,51 peters village derry,BT486CF,,,,,,,mferguson74@icloud.com,,,,2025-02-18 22:32:47,True,"51 Peters Village, Derry",BT48 6CF,EVT0010,Premier Darts Open,Sport,2025-03-08,Standing,4,54.12,216.48,Mastercard,Marc Ferguson,7454,Marc,Ferguson,,,,,,,,,,,,,,,,,,,,
STG013226,ECOMMERCE,TXN005226,DCL008539,PCL008524,unresolved_singleton,Unresolved,1,1,,,,,TXN005226,,,,,,Joseph,Sheppard,Joseph Sheppard,josephsheppard@yahoo.com,+44 7292704937,"6 Jordan Crescent, Bradford",BD1 1QG,,joseph,sheppard,josephsheppard,josephsheppard@yahoo.com,07292704937,6 jordan crescent bradford,BD11QG,,,,,,,josephsheppard@yahoo.com,+44 7292704937,,,2025-02-21 05:05:49,True,"6 Jordan Crescent, Bradford",BD1 1QG,EVT0008,Northern Horizons,Music,2025-02-22,Standing,1,31.35,31.35,Mastercard,Joseph Sheppard,5881,Joseph,Sheppard,,,,,,,,,,,,,,,,,,,,
STG013306,ECOMMERCE,TXN005306,DCL008549,PCL008534,unresolved_singleton,Unresolved,1,1,,,,,TXN005306,,,,,,Gavin,Doherty,Gavin Doherty,gavin.doherty@hotmail.fr,+44 7544806657,"6 Albert Ridges, Liverpool",L1 3UK,,gavin,doherty,gavindoherty,gavin.doherty@hotmail.fr,07544806657,6 albert ridges liverpool,L13UK,,,,,,,gavin.doherty@hotmail.fr,+44 7544806657,,,2025-02-22 06:40:54,True,"6 Albert Ridges, Liverpool",L1 3UK,EVT0030,Punchline Showcase,Comedy,2025-07-26,Standing,2,41.95,83.9,Mastercard,Gavin Doherty,5666,Gavin,Doherty,,,,,,,,,,,,,,,,,,,,
STG013470,ECOMMERCE,TXN005470,DCL008561,PCL008546,unresolved_singleton,Unresolved,1,1,,,,,TXN005470,,,,,,eTresa,Anderson,eTresa Anderson,teresa.anderson@wanadoo.fr,+44 7302547752,"103 Thomas Spurs, Carlisle",CA1 4RG,,etresa,anderson,etresaanderson,teresa.anderson@wanadoo.fr,07302547752,103 thomas spurs carlisle,CA14RG,,,,,,,teresa.anderson@wanadoo.fr,+44 7302547752,,,2025-02-24 11:26:03,True,"103 Thomas Spurs, Carlisle",CA1 4RG,EVT0014,The Last Promise,Theatre,2025-04-05,Standing,2,21.54,43.08,Mastercard,Teresa Anderson,5605,eTresa,Anderson,,,,,,,,,,,,,,,,,,,,
STG013655,ECOMMERCE,TXN005655,DCL008582,PCL008566,unresolved_singleton,Unresolved,1,1,,,,,TXN005655,,,,,,Roger,Bell,Roger Bell,roger.bell@yahoo.com,+44 7894158584,"66 Matthew Villages, Liverpool",L1 9EC,,roger,bell,rogerbell,roger.bell@yahoo.com,07894158584,66 matthew villages liverpool,L19EC,,,,,,,roger.bell@yahoo.com,+44 7894158584,,,2025-02-27 13:37:04,True,"66 Matthew Villages, Liverpool",L1 9EC,EVT0017,Wonderful Carnival,Family,2025-04-26,Standing,3,28.35,85.05,Visa,Roger Bell,7500,Roger,Bell,,,,,,,,,,,,,,,,,,,,
STG013731,ECOMMERCE,TXN005731,DCL008593,PCL008576,unresolved_singleton,Unresolved,1,1,,,,,TXN005731,,,,,,Vanessa,Green,Vanessa Green,vanessa.green@hotmail.com,+44 7589421390,"Studio 39, Price Parks, Shrewsbury",SY1 6WZ,,vanessa,green,vanessagreen,vanessa.green@hotmail.com,07589421390,studio 39 price parks shrewsbury,SY16WZ,,,,,,,vanessa.green@hotmail.com,+44 7589421390,,,2025-02-28 12:38:20,True,"Studio 39, Price Parks, Shrewsbury",SY1 6WZ,EVT0018,Silver Anthems,Music,2025-05-03,Standing,1,28.06,28.06,Mastercard,Vanessa Green,2886,Vanessa,Green,,,,,,,,,,,,,,,,,,,,
STG013901,ECOMMERCE,TXN005901,DCL008611,PCL008594,unresolved_singleton,Unresolved,1,1,,,,,TXN005901,,,,,,Ronald,Hughes,Ronald Hughes,,+44 7950983238,"Studio 1, Hollie Flats, Northampton",NN1 5GU,,ronald,hughes,ronaldhughes,,07950983238,studio 1 hollie flats northampton,NN15GU,,,,,,,,+44 7950983238,,,2025-03-03 04:18:00,True,"Studio 1, Hollie Flats, Northampton",NN1 5GU,EVT0012,Amazing Carnival,Family,2025-03-22,Standing,1,26.99,26.99,Visa,Ronald Hughes,5493,Ronald,Hughes,,,,,,,,,,,,,,,,,,,,
