source_system,source_record_id,support_ticket_id,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
SUPPORT,SUP000409,SUP000409,2025-02-06 12:14:44,Kim Andrews,kim.andrews@yahoo.com,+44 7804708588,Phone,Refund request,Resolved,19:05
SUPPORT,SUP000410,SUP000410,2025-02-06 13:56:40,Steven Taylor,steven.taylor@msn.com,,Email,Refund request,Resolved,45:39
SUPPORT,SUP000411,SUP000411,2025-02-07 02:42:54,Jane Bentley,jane.bentley@hotmail.com,,Email,Accessibility,Resolved,29:27
SUPPORT,SUP000412,SUP000412,2025-02-07 03:18:30,Lydia Foster,lydia.foster@hotmail.co.uk,+44 7288908408,Email,Refund request,Resolved,24:51
SUPPORT,SUP000413,SUP000413,2025-02-07 03:29:22,Claire Barker,claire.barker@yahoo.com,+44 7170114123,Email,Enquiry,Resolved,24:05
SUPPORT,SUP000414,SUP000414,2025-02-07 04:44:43,Owen Burke,oewn.burke@yahoo.com,+44 7948646467,Email,Enquiry,Resolved,04:50
SUPPORT,SUP000415,SUP000415,2025-02-07 08:24:17,Eleanor Bennett,eleanor.bennett@hotmail.com,+44 7136340721,Email,Refund request,Open,
SUPPORT,SUP000416,SUP000416,2025-02-07 08:52:57,Thomas Allen,thomas.allen@hotmail.com,+44 7660833222,Phone,Complaint,Resolved,15:10
SUPPORT,SUP000417,SUP000417,2025-02-07 13:17:14,Joel Mitchell,joel.mitchell@yahoo.com,+44 7260079923,Email,Refund request,Resolved,14:48
SUPPORT,SUP000418,SUP000418,2025-02-07 14:20:12,Bradley Wood,bradley.wood@gmail.com,,Email,Refund request,Resolved,12:09
SUPPORT,SUP000419,SUP000419,2025-02-07 14:32:37,Gerald Russell,gerald.rusell@yahoo.com,,Email,Complaint,Open,
SUPPORT,SUP000420,SUP000420,2025-02-07 16:57:14,Bethan McCarthy,bethan.mccarthy@yahoo.com,+44 7430226526,Email,Complaint,Resolved,04:21
SUPPORT,SUP000421,SUP000421,2025-02-07 18:15:19,Amanda Middleton,amanda.middleton@gmail.com,+44 7467928185,Email,Accessibility,Resolved,20:30
SUPPORT,SUP000422,SUP000422,2025-02-07 19:01:22,John Campbell,john.campbell@yahoo.com,,Email,Complaint,Resolved,11:30
SUPPORT,SUP000423,SUP000423,2025-02-07 20:16:35,Bernard Perry,bernard.perry@gmail.com,+44 7988953538,Phone,Enquiry,Resolved,08:45
SUPPORT,SUP000424,SUP000424,2025-02-07 20:51:08,Deborah Collins,deborah.collins@yahoo.com,+44 7588220032,Email,Complaint,Open,
SUPPORT,SUP000425,SUP000425,2025-02-08 06:05:25,Eileen Simpson,eileen.simpson@gmail.com,,Email,Accessibility,Resolved,07:58
SUPPORT,SUP000426,SUP000426,2025-02-08 10:12:59,Geraldine Barnes,,+44 7893188884,Phone,Refund request,Open,
SUPPORT,SUP000427,SUP000427,2025-02-08 12:38:35,Billy Hughes,billy.hughes@hotmail.com,,Email,Refund request,Open,
SUPPORT,SUP000428,SUP000428,2025-02-08 13:33:51,Gerald Hunt,gerald.hunt@yahoo.com,+44 7508790230,Email,Complaint,Resolved,32:20
SUPPORT,SUP000429,SUP000429,2025-02-08 13:50:14,Terry Clarke,terry.clarke@gmail.com,,Email,Refund request,Resolved,03:22
SUPPORT,SUP000430,SUP000430,2025-02-08 18:54:46,Abigail Thompson,abigail.thompson@hotmail.com,+44 7363367338,Email,Refund request,Resolved,09:39
SUPPORT,SUP000431,SUP000431,2025-02-08 20:58:48,Megan Morley,megan.morley@yahoo.com,,Email,Enquiry,Resolved,08:30
SUPPORT,SUP000432,SUP000432,2025-02-08 21:00:33,Tony Khan,tony.khan@gmail.com,+44 7222376831,Email,Refund request,Resolved,07:13
SUPPORT,SUP000433,SUP000433,2025-02-08 21:36:39,Charles Howells,charles.howells@gmail.com,+44 7678390058,Email,Refund request,Resolved,05:55
SUPPORT,SUP000434,SUP000434,2025-02-09 01:10:35,Phillip Williams,phillip.williams@hotmail.com,+44 7265423566,Email,Refund request,Resolved,27:58
SUPPORT,SUP000435,SUP000435,2025-02-09 02:18:00,Ross Simpson,ross.simpson@yahoo.com,,Email,Enquiry,Resolved,03:48
SUPPORT,SUP000436,SUP000436,2025-02-09 07:32:18,Georgina Watson,georgina.watson@hotmail.com,+44 7314215690,Email,Enquiry,Open,
SUPPORT,SUP000437,SUP000437,2025-02-09 09:46:07,Hazel Jones,hazel.jones@aol.com,+44 7997096472,Email,Refund request,Resolved,12:09
SUPPORT,SUP000438,SUP000438,2025-02-09 19:58:24,Christopher Fox,christopher.fox@yahoo.com,+44 7096817069,Email,Refund request,Resolved,04:48
SUPPORT,SUP000439,SUP000439,2025-02-09 20:04:05,Luke Roberts,lue.roberts@yahoo.com,+44 7564468805,Phone,Complaint,Resolved,72:00
SUPPORT,SUP000440,SUP000440,2025-02-09 20:10:05,Russell Dean,russell.dean@yahoo.com,+44 7756089115,Email,Refund request,Resolved,16:10
SUPPORT,SUP000441,SUP000441,2025-02-09 21:06:22,Rita Wade,rita.wade@yahoo.com,+44 7898709014,Email,Enquiry,Resolved,02:38
SUPPORT,SUP000442,SUP000442,2025-02-09 21:49:01,Callum Gallagher,callum.gallagher@hotmail.com,+44 7665307876,Email,Enquiry,Resolved,03:11
SUPPORT,SUP000443,SUP000443,2025-02-09 22:36:48,Sam Davis,sam.davis@hotmail.com,+44 7031700048,Email,Refund request,Resolved,04:26
SUPPORT,SUP000444,SUP000444,2025-02-10 01:33:32,Jason Preston,jason.preston@hotmail.fr,+44 7395391005,Email,Refund request,Resolved,13:55
SUPPORT,SUP000445,SUP000445,2025-02-10 03:44:11,Bruce Holt,bruce.holt@gmail.com,+44 7395008807,Email,Refund request,Resolved,08:21
SUPPORT,SUP000446,SUP000446,2025-02-10 05:19:10,Deborah Robson,deborah.robson@gmail.com,+44 7004480027,Email,Complaint,Resolved,12:39
SUPPORT,SUP000447,SUP000447,2025-02-10 05:48:20,Elliott Skinner,elliott.skinner@yahoo.com,,Email,Refund request,Resolved,27:12
SUPPORT,SUP000448,SUP000448,2025-02-10 06:05:34,Barry Miller,barry.miller@hotmail.com,+44 7592956630,Phone,Refund request,Resolved,02:41
SUPPORT,SUP000449,SUP000449,2025-02-10 07:04:50,Jake Summers,jake.summers@hotmail.com,+44 7953906749,Email,Refund request,Resolved,11:09
SUPPORT,SUP000450,SUP000450,2025-02-10 12:38:43,Gerald Watkins,gerald.watkins@gmail.com,+44 7389999761,Email,Enquiry,Open,
SUPPORT,SUP000451,SUP000451,2025-02-10 14:55:09,Hugh Nelson,hugh.nelson@gmail.com,+44 7190746499,Email,Refund request,Open,
SUPPORT,SUP000452,SUP000452,2025-02-10 16:19:21,Stephanie Lee,stephanie.lee2@gmail.com,+44 7853688047,Email,Accessibility,Resolved,14:54
SUPPORT,SUP000453,SUP000453,2025-02-10 22:43:33,Zoe Saunders,zoe.saunders@gmail.com,+44 7031911050,Phone,Refund request,Resolved,20:22
SUPPORT,SUP000454,SUP000454,2025-02-10 23:16:34,Rachael Gough,rachael.gough@hotmail.com,,Email,Complaint,Resolved,28:01
SUPPORT,SUP000455,SUP000455,2025-02-11 02:05:04,Graeme Miles,graeme.miles@yahoo.com,,Email,Enquiry,Open,
SUPPORT,SUP000456,SUP000456,2025-02-11 04:27:05,Dennis Bond,dennis.bond@yahoo.com,+44 7314895671,Phone,Complaint,Resolved,37:07
SUPPORT,SUP000457,SUP000457,2025-02-11 11:59:41,Vanessa Burgess,vanessa.burgess@yahoo.com,+44 7967971863,Email,Accessibility,Resolved,12:19
SUPPORT,SUP000458,SUP000458,2025-02-11 12:41:31,Lynn Hodgson,lynn.hodgson@yahoo.com,+44 7850285890,Email,Complaint,Resolved,13:42
SUPPORT,SUP000459,SUP000459,2025-02-11 14:51:46,Richard Moore,richard.moore@yahoo.fr,+44 7679159939,Phone,Accessibility,Resolved,10:04
SUPPORT,SUP000460,SUP000460,2025-02-11 18:35:16,Arthur Lee,arthur.lee@wanadoo.fr,+44 7778615235,Email,Accessibility,Resolved,11:02
SUPPORT,SUP000461,SUP000461,2025-02-12 04:33:36,Jill Cooper,jill.cooper@hotmail.com,+44 7198767550,Email,Refund request,Open,
SUPPORT,SUP000462,SUP000462,2025-02-12 05:55:42,Leanne Howell,leanne.howell@msn.com,+44 7225928957,Email,Complaint,Open,
SUPPORT,SUP000463,SUP000463,2025-02-12 08:51:01,Katie Slater,katie.slater@yahoo.com,+44 7066708775,Phone,Complaint,Resolved,33:02
SUPPORT,SUP000464,SUP000464,2025-02-12 10:17:57,Gareth Stephenson,gareth.stephenson@hotmail.com,+44 7126060858,Phone,Accessibility,Open,
SUPPORT,SUP000465,SUP000465,2025-02-12 11:13:13,Joanne Chan,joanne.chan@yahoo.com,+44 7145527084,Email,Refund request,Open,
SUPPORT,SUP000466,SUP000466,2025-02-12 11:38:41,Carl Davies,carl.davies@hotmail.com,,Email,Accessibility,Resolved,15:44
SUPPORT,SUP000467,SUP000467,2025-02-12 13:12:13,Holly Ball,,+44 7242131058,Phone,Enquiry,Resolved,14:19
SUPPORT,SUP000468,SUP000468,2025-02-12 15:34:03,Peter Pritchard,peter.pritchard@yahoo.com,,Email,Refund request,Resolved,00:23
SUPPORT,SUP000469,SUP000469,2025-02-12 19:06:37,Jemma Clark,jemma.clark@aol.com,+44 7770720980,Email,Complaint,Resolved,10:06
SUPPORT,SUP000470,SUP000470,2025-02-12 20:35:05,Zoe Crawford,zoe.crawford@hotmail.com,+44 7704338825,Phone,Refund request,Open,
SUPPORT,SUP000471,SUP000471,2025-02-12 22:46:55,Frank Fox,frank.fox@yahoo.com,+44 7635711336,Phone,Enquiry,Resolved,04:29
SUPPORT,SUP000472,SUP000472,2025-02-12 23:48:48,Lewis Gill,lewis.gill@hotmail.com,+44 7053032371,Email,Refund request,Resolved,04:41
SUPPORT,SUP000473,SUP000473,2025-02-13 00:36:49,Naomi Mason,naomi.ason@hotmail.com,,Email,Complaint,Resolved,14:33
SUPPORT,SUP000474,SUP000474,2025-02-13 04:22:22,Toby Richardson,toby.richardson@gmail.com,+44 7247809931,Email,Accessibility,Resolved,10:26
SUPPORT,SUP000475,SUP000475,2025-02-13 05:38:19,Susan Hawkins,susan.hawkins@yahoo.com,+44 7979544975,Phone,Accessibility,Resolved,06:09
SUPPORT,SUP000476,SUP000476,2025-02-13 06:45:18,Simon O'Brien,simon.obrien@hotmail.fr,+44 7017250858,Phone,Enquiry,Resolved,05:51
SUPPORT,SUP000477,SUP000477,2025-02-13 08:04:10,Maurice Finch,maurice.finch@yahoo.com,+44 7319364165,Phone,Complaint,Resolved,17:49
SUPPORT,SUP000478,SUP000478,2025-02-13 08:38:58,Suzanne Jackson,suzanne.jackson@gmail.com,+44 7938168256,Phone,Complaint,Open,
SUPPORT,SUP000479,SUP000479,2025-02-13 16:21:19,Aaron Smith,aaron.mith@yahoo.com,+44 7723346224,Phone,Enquiry,Resolved,05:11
SUPPORT,SUP000480,SUP000480,2025-02-13 17:15:34,Sean Richardson,sean.richardson@hotmail.com,,Email,Complaint,Resolved,19:48
SUPPORT,SUP000481,SUP000481,2025-02-13 18:44:03,Kim Kelly,,+44 7991013172,Phone,Refund request,Resolved,08:15
SUPPORT,SUP000482,SUP000482,2025-02-13 21:02:10,Maurice Ashton,maurice.ashton@gmail.com,+44 7519452071,Email,Enquiry,Resolved,04:18
SUPPORT,SUP000483,SUP000483,2025-02-13 22:23:39,Joel O'Connor,joel.oconnor@gmail.com,+44 7377943007,Phone,Refund request,Open,
SUPPORT,SUP000484,SUP000484,2025-02-14 04:41:05,Alice Atkins,,+44 7523824206,Phone,Refund request,Open,
SUPPORT,SUP000485,SUP000485,2025-02-14 05:11:30,Katherine Faulkner,katherine.faulkner@hotmail.com,+44 7812813824,Phone,Refund request,Resolved,15:13
SUPPORT,SUP000486,SUP000486,2025-02-14 08:52:40,Sandra Mills,sandra.mills@msn.com,+44 7986631544,Email,Refund request,Resolved,32:29
SUPPORT,SUP000487,SUP000487,2025-02-14 14:37:59,Janice Hughes,janice.hughes@hotmail.com,+44 7563199801,Email,Refund request,Open,
SUPPORT,SUP000488,SUP000488,2025-02-14 16:09:59,Barbara Williams,barbara.williams2@gmail.com,,Email,Complaint,Resolved,11:04
SUPPORT,SUP000489,SUP000489,2025-02-14 16:48:19,Jonathan Skinner,jonathan.skinner@yahoo.com,+44 7966648362,Email,Refund request,Resolved,20:35
SUPPORT,SUP000490,SUP000490,2025-02-14 17:21:18,Ryan Russell,,+44 7079268970,Phone,Refund request,Resolved,24:26
SUPPORT,SUP000491,SUP000491,2025-02-14 20:24:05,Marie Noble,marie.noble@gmail.com,+44 7760691876,Email,Enquiry,Resolved,06:27
SUPPORT,SUP000492,SUP000492,2025-02-14 20:44:55,Dean Ward,dean.ward@hotmail.com,+44 7579259887,Email,Complaint,Resolved,46:29
SUPPORT,SUP000493,SUP000493,2025-02-14 21:57:23,Deborah White,deborah.white@hotmail.com,+44 7200867113,Email,Refund request,Open,
SUPPORT,SUP000494,SUP000494,2025-02-14 22:13:03,Jennifer Reed,jennifer.reed@hotmail.com,+44 7181462097,Email,Complaint,Resolved,30:32
SUPPORT,SUP000495,SUP000495,2025-02-15 00:00:02,June Archer,june.archer@hotmail.com,+44 7007216575,Email,Refund request,Resolved,30:31
SUPPORT,SUP000496,SUP000496,2025-02-15 00:14:38,Annette Thomas,annette.thomas@gmail.com,,Email,Refund request,Resolved,03:54
SUPPORT,SUP000497,SUP000497,2025-02-15 04:49:24,Hilary Stevens,hilary.stevens@yahoo.com,,Email,Enquiry,Resolved,02:21
SUPPORT,SUP000498,SUP000498,2025-02-15 05:14:26,Barbara Williams,barbara.williams@hotmail.com,+44 7485074606,Email,Complaint,Resolved,30:02
SUPPORT,SUP000499,SUP000499,2025-02-15 08:40:20,Amy Pearson,amy.pearson@gmail.com,,Email,Enquiry,Resolved,10:31
SUPPORT,SUP000500,SUP000500,2025-02-15 12:01:46,Irene Clarke,,+44 7019285444,Phone,Enquiry,Resolved,07:24
SUPPORT,SUP000501,SUP000501,2025-02-15 13:54:54,Karl Lawson,karl.lawson@yahoo.com,+44 7312133645,Email,Refund request,Resolved,22:28
SUPPORT,SUP000502,SUP000502,2025-02-15 17:52:33,Joanna Ward,joanna.ward@yahoo.com,+44 7160987695,Phone,Enquiry,Resolved,06:07
SUPPORT,SUP000503,SUP000503,2025-02-15 18:17:48,Lawrence Phillips,lawrence.phillips@hotmail.com,+44 7458712840,Email,Enquiry,Resolved,03:49
SUPPORT,SUP000504,SUP000504,2025-02-15 22:13:15,Josh Holmes,,+44 7460240742,Phone,Accessibility,Resolved,17:17
SUPPORT,SUP000505,SUP000505,2025-02-15 23:22:16,Anne Ali,anne.ali@aol.com,+44 7890927361,Email,Refund request,Resolved,11:09
SUPPORT,SUP000506,SUP000506,2025-02-16 00:45:13,Dominic Moore,dominic.moore@hotmail.com,+44 7904601984,Phone,Refund request,Resolved,11:46
SUPPORT,SUP000507,SUP000507,2025-02-16 01:02:51,Chloe Scott,chlo.escott@hotmail.co.uk,+44 7043453426,Email,Enquiry,Open,
SUPPORT,SUP000508,SUP000508,2025-02-16 01:38:39,Janet Robinson,janet.robinson@hotmail.com,,Email,Complaint,Resolved,30:16
SUPPORT,SUP000509,SUP000509,2025-02-16 02:27:40,Jacob Green,,+44 7800166535,Phone,Enquiry,Resolved,05:15
SUPPORT,SUP000510,SUP000510,2025-02-16 02:28:13,Jason Williams,jason.williams@gmail.com,+44 7447607233,Email,Enquiry,Resolved,14:26
SUPPORT,SUP000511,SUP000511,2025-02-16 03:13:09,Sam Glover,,+44 7720986615,Phone,Refund request,Resolved,17:53
SUPPORT,SUP000512,SUP000512,2025-02-16 04:52:27,Timothy Sullivan,timothy.sullivan@gmail.com,,Email,Complaint,Resolved,01:24
SUPPORT,SUP000513,SUP000513,2025-02-16 07:53:32,Beth Evans,beth.evans@hotmail.com,+44 7272164293,Phone,Enquiry,Resolved,05:31
SUPPORT,SUP000514,SUP000514,2025-02-16 07:53:45,Joshua Graham,joshua.graham@hotmail.com,+44 7349987523,Email,Refund request,Resolved,07:28
SUPPORT,SUP000515,SUP000515,2025-02-16 08:44:59,Alison Thomas,alison.thomas@hotmail.co.uk,+44 7963271157,Phone,Refund request,Resolved,17:54
SUPPORT,SUP000516,SUP000516,2025-02-16 10:37:58,Abigail Rees,abigail.rees@yahoo.com,,Email,Enquiry,Resolved,08:16
SUPPORT,SUP000517,SUP000517,2025-02-16 14:41:09,Frederick Morris,frederick.morris@yahoo.com,,Email,Enquiry,Resolved,11:02
SUPPORT,SUP000518,SUP000518,2025-02-16 14:59:57,Katherine Baldwin,katherine.baldwin@yahoo.com,,Email,Refund request,Resolved,47:44
SUPPORT,SUP000519,SUP000519,2025-02-16 15:09:02,Joel Kaur,,+44 7377632223,Phone,Enquiry,Resolved,03:59
SUPPORT,SUP000520,SUP000520,2025-02-16 16:29:47,Jake Harris,jake.harris@yahoo.com,+44 7292332816,Phone,Accessibility,Resolved,14:50
SUPPORT,SUP000521,SUP000521,2025-02-16 18:15:38,Matthwe Woods,matthew.woods@gmail.com,+44 7179721772,Phone,Refund request,Resolved,34:03
SUPPORT,SUP000522,SUP000522,2025-02-17 01:34:08,Jamie Wilkins,jamie.wilkins@hotmail.com,,Email,Enquiry,Resolved,25:47
SUPPORT,SUP000523,SUP000523,2025-02-17 04:08:54,Kim Stevens,kim.stevens@yahoo.fr,,Email,Refund request,Resolved,07:12
SUPPORT,SUP000524,SUP000524,2025-02-17 05:01:24,Gerard Ellis,geard.ellis@yahoo.com,+44 7551040577,Email,Accessibility,Resolved,04:38
SUPPORT,SUP000525,SUP000525,2025-02-17 11:22:54,Dale Carter,,+44 7984084588,Phone,Accessibility,Open,
SUPPORT,SUP000526,SUP000526,2025-02-17 11:58:03,Sylvia Houghton,sylvia.houghton@gmail.com,,Email,Enquiry,Resolved,07:02
SUPPORT,SUP000527,SUP000527,2025-02-17 11:59:06,Kelly Johnson,kelly.johnson@yahoo.com,+44 7426737641,Email,Refund request,Open,
SUPPORT,SUP000528,SUP000528,2025-02-17 13:44:14,Kathryn Hughes,kathryn.hughes@yahoo.com,+44 7085929799,Email,Enquiry,Resolved,02:57
SUPPORT,SUP000529,SUP000529,2025-02-17 14:24:17,Rosemary Wilson,rosemary.wilson@yahoo.com,+44 7075907897,Email,Refund request,Open,
SUPPORT,SUP000530,SUP000530,2025-02-17 18:28:52,Phillip Williams,phillip.williams@hotmail.com,+44 7265473566,Phone,Complaint,Resolved,24:45
SUPPORT,SUP000531,SUP000531,2025-02-17 21:54:59,Amy Fisher,,+44 7723559353,Phone,Accessibility,Resolved,11:52
SUPPORT,SUP000532,SUP000532,2025-02-17 22:03:46,Conor Peacock,conor.peacock@hotmail.co.uk,+44 7813034980,Phone,Complaint,Resolved,23:30
SUPPORT,SUP000533,SUP000533,2025-02-17 22:36:57,Kyle Ross,,+44 7132314243,Phone,Enquiry,Resolved,03:54
SUPPORT,SUP000534,SUP000534,2025-02-17 23:13:13,Brandon Barton,bandon.barton@hotmail.com,+44 7086024476,Email,Refund request,Resolved,16:25
SUPPORT,SUP000535,SUP000535,2025-02-18 00:58:25,Doimnic Murphy,dominic.murphy@hotmail.com,+44 7721445684,Email,Complaint,Open,
SUPPORT,SUP000536,SUP000536,2025-02-18 05:02:12,Heather Cooper,heather.cooper@gmail.com,,Email,Refund request,Resolved,12:14
SUPPORT,SUP000537,SUP000537,2025-02-18 05:56:25,Dylan Baker,dylan.baker@yahoo.com,,Email,Enquiry,Resolved,06:20
SUPPORT,SUP000538,SUP000538,2025-02-18 09:02:23,Shaun Williams,shaun.williams@gmail.com,+44 7295764865,Email,Refund request,Resolved,15:49
SUPPORT,SUP000539,SUP000539,2025-02-18 09:25:57,Conor Butcher,conor.butcher@hotmail.com,,Email,Accessibility,Resolved,07:02
SUPPORT,SUP000540,SUP000540,2025-02-18 11:57:03,Francis Miah,francis.miah@yahoo.com,+44 7768915233,Email,Enquiry,Open,
SUPPORT,SUP000541,SUP000541,2025-02-18 13:16:11,Francis Brooks,francis.brooks@hotmail.com,,Email,Refund request,Resolved,37:54
SUPPORT,SUP000542,SUP000542,2025-02-18 13:45:53,Melissa Richards,melissa.richards@gmail.com,+44 7009182445,Email,Accessibility,Open,
SUPPORT,SUP000543,SUP000543,2025-02-18 16:22:59,Terence Robinson,terence.robinson@gmail.com,+44 7372091915,Email,Refund request,Resolved,12:20
SUPPORT,SUP000544,SUP000544,2025-02-18 18:21:23,Teresa Kelly,teresa.kelly@hotmail.com,,Email,Complaint,Resolved,37:23
SUPPORT,SUP000545,SUP000545,2025-02-18 20:34:50,Howard Saunders,howard.saunders@hotmail.co.uk,+44 7982093386,Phone,Enquiry,Resolved,12:38
SUPPORT,SUP000546,SUP000546,2025-02-18 21:10:50,Sam Martin,sam.martin@orange.fr,,Email,Complaint,Resolved,15:09
SUPPORT,SUP000547,SUP000547,2025-02-18 22:06:08,Marie Bryant,,+44 7131448044,Phone,Complaint,Resolved,35:35
SUPPORT,SUP000548,SUP000548,2025-02-19 03:30:21,Eric Hooper,eric.hooper@msn.com,,Email,Refund request,Resolved,04:15
SUPPORT,SUP000549,SUP000549,2025-02-19 05:19:13,Gemma Parsons,gemma.parsons@hotmail.com,+44 7923590987,Email,Enquiry,Open,
SUPPORT,SUP000550,SUP000550,2025-02-19 06:01:34,Sandra Reed,sandra.reed@yahoo.com,+44 7812516855,Email,Enquiry,Resolved,06:26
SUPPORT,SUP000551,SUP000551,2025-02-19 07:00:23,Robert Slater,robert.slater@gmail.com,+44 7675532659,Email,Refund request,Resolved,02:21
SUPPORT,SUP000552,SUP000552,2025-02-19 09:25:04,Anthony Clarke,anthony.clarke@gmail.com,+44 7769187722,Email,Complaint,Resolved,39:38
SUPPORT,SUP000553,SUP000553,2025-02-19 16:01:24,Jason Mann,jason.mann@hotmail.com,+44 7176578516,Email,Complaint,Resolved,21:15
SUPPORT,SUP000554,SUP000554,2025-02-19 17:24:43,Karl Morris,karl.morris@aol.com,,Email,Enquiry,Resolved,02:19
SUPPORT,SUP000555,SUP000555,2025-02-19 20:11:38,Bruce Gray,bruce.gray@yahoo.com,+44 7128291424,Email,Complaint,Resolved,08:10
SUPPORT,SUP000556,SUP000556,2025-02-19 21:19:28,Craig Hammond,craig.hammond@gmail.com,,Email,Accessibility,Resolved,14:52
SUPPORT,SUP000557,SUP000557,2025-02-20 04:28:22,Lawrene Campbell,lawrence.campbell@hotmail.com,,Email,Accessibility,Resolved,29:04
SUPPORT,SUP000558,SUP000558,2025-02-20 08:53:57,Jade Carter,jade.carter@hotmail.com,+44 7954550626,Phone,Complaint,Resolved,30:17
SUPPORT,SUP000559,SUP000559,2025-02-20 10:55:24,Mark O'Neill,mark.oneill@aol.com,+44 7968554810,Phone,Complaint,Resolved,03:15
SUPPORT,SUP000560,SUP000560,2025-02-20 17:57:37,Steven Howe,steven.howe@gmail.com,,Email,Refund request,Resolved,19:43
SUPPORT,SUP000561,SUP000561,2025-02-20 22:20:08,Kyle Richards,kyle.richards@gmail.com,+44 7097068457,Email,Refund request,Resolved,13:09
SUPPORT,SUP000562,SUP000562,2025-02-21 00:16:11,Jason Evans,jason.evans@gmail.com,+44 7935026810,Email,Complaint,Resolved,10:37
SUPPORT,SUP000563,SUP000563,2025-02-21 05:48:54,Karen Perry,karen.perry@yahoo.com,+44 7597952976,Phone,Complaint,Resolved,10:02
SUPPORT,SUP000564,SUP000564,2025-02-21 06:52:02,Elliott Hodgson,elliott.hodgson@hotmail.com,+44 7517094185,Email,Complaint,Resolved,14:09
SUPPORT,SUP000565,SUP000565,2025-02-21 12:58:46,Maurice Richardson,maurice.richardson@gmail.com,+44 7182864693,Phone,Accessibility,Open,
SUPPORT,SUP000566,SUP000566,2025-02-21 16:03:16,Katherine Boyle,katherine.boyle@gmail.com,+44 7685337155,Email,Complaint,Open,
SUPPORT,SUP000567,SUP000567,2025-02-21 18:18:46,Eileen Wilson,eileen.wilson@hotmail.com,+44 7677795300,Email,Complaint,Resolved,28:24
SUPPORT,SUP000568,SUP000568,2025-02-21 19:23:19,Michelle Lewis,michelle.lewis@yahoo.com,+44 7876206568,Email,Complaint,Resolved,20:45
SUPPORT,SUP000569,SUP000569,2025-02-22 00:31:20,Rosie Chadwick,rosie.hadwick@hotmail.com,+44 7135652717,Email,Complaint,Resolved,30:56
SUPPORT,SUP000570,SUP000570,2025-02-22 06:57:38,Jordan Rhodes,jordan.rhodes@gmail.com,,Email,Complaint,Resolved,28:11
SUPPORT,SUP000571,SUP000571,2025-02-22 08:31:40,Russell Dean,russell.dean@yahoo.com,+44 7756089115,Phone,Refund request,Resolved,19:48
SUPPORT,SUP000572,SUP000572,2025-02-22 15:22:48,Ryan Fowler,ryan.fowler@hotmail.com,+44 7157811415,Email,Accessibility,Resolved,07:50
SUPPORT,SUP000573,SUP000573,2025-02-22 16:47:46,Josh Charlton,josh.charlton@hotmail.co.uk,,Email,Enquiry,Resolved,03:08
SUPPORT,SUP000574,SUP000574,2025-02-22 17:39:45,Louise Mann,,+44 7406007536,Phone,Refund request,Resolved,01:37
SUPPORT,SUP000575,SUP000575,2025-02-22 22:20:41,Jenna Nelson,jenna.nelson@gmail.com,+44 7189378504,Email,Accessibility,Resolved,10:01
SUPPORT,SUP000576,SUP000576,2025-02-23 02:20:22,Paige Clark,paige.clark@yahoo.com,+44 7113432497,Phone,Refund request,Resolved,18:35
SUPPORT,SUP000577,SUP000577,2025-02-23 09:53:29,Laura Turnbull,laura.turnbull@hotmail.com,+44 7910526598,Phone,Refund request,Resolved,12:57
SUPPORT,SUP000578,SUP000578,2025-02-23 14:38:45,Georgia Taylor,georgia.talyor@yahoo.com,,Email,Refund request,Resolved,37:10
SUPPORT,SUP000579,SUP000579,2025-02-23 15:21:06,Beth Ellis,beth.ellis@gmail.com,+44 7178628618,Email,Refund request,Resolved,26:44
SUPPORT,SUP000580,SUP000580,2025-02-24 00:16:57,Anne Saunders,anne.saunders@gmail.com,+44 7811925470,Email,Refund request,Resolved,16:53
SUPPORT,SUP000581,SUP000581,2025-02-24 02:26:45,Lynne Jones,lynne.jones@gmail.com,+44 7615241967,Email,Refund request,Resolved,52:24
SUPPORT,SUP000582,SUP000582,2025-02-24 03:33:59,Jamie Kelly,jamie.kelly@hotmail.com,+44 7990686492,Phone,Accessibility,Resolved,14:25
SUPPORT,SUP000583,SUP000583,2025-02-24 06:32:48,Wayne Farrell,wayne.farrel@aol.com,+44 7020936896,Email,Complaint,Resolved,18:28
SUPPORT,SUP000584,SUP000584,2025-02-24 08:07:21,Derek Smith,drek.smith@gmail.com,+44 7975601648,Email,Refund request,Open,
SUPPORT,SUP000585,SUP000585,2025-02-24 11:30:11,Andrea Jones,andrea.jones@aol.com,+44 7836367980,Email,Complaint,Resolved,07:02
SUPPORT,SUP000586,SUP000586,2025-02-24 12:58:25,Craig Fuller,craig.fuller@hotmail.com,+44 7351628563,Phone,Refund request,Open,
SUPPORT,SUP000587,SUP000587,2025-02-24 14:24:25,Marie Dixon,marie.dixon@aol.com,,Email,Refund request,Resolved,29:15
SUPPORT,SUP000588,SUP000588,2025-02-24 15:19:14,Shane Davidson,shane.davidson@hotmail.com,+44 7653236866,Email,Accessibility,Resolved,20:15
SUPPORT,SUP000589,SUP000589,2025-02-24 18:32:04,Pamela Noble,pamela.noble@yahoo.com,+44 7798004849,Email,Enquiry,Resolved,00:34
SUPPORT,SUP000590,SUP000590,2025-02-24 21:49:19,Liam Roberts,liam.roberts@yahoo.com,+44 7155044496,Email,Accessibility,Resolved,05:32
