source_system,source_record_id,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
SUPPORT,SUP001048,,,,,SUP001048,,,,,Rachael Bennett,rachael.bennett@gmail.com,+44 7021558886,,,,,,rachaelbennett,rachael.bennett@gmail.com,07021558886,,,,2025-04-06 12:26:50,Rachael Bennett,rachael.bennett@gmail.com,+44 7021558886,Email,Accessibility,Resolved,10:14
SUPPORT,SUP001049,,,,,SUP001049,,,,,Leanne Stokes,leanne.stokes@yahoo.com,+44 7890162837,,,,,,leannestokes,leanne.stokes@yahoo.com,07890162837,,,,2025-04-06 12:48:44,Leanne Stokes,leanne.stokes@yahoo.com,+44 7890162837,Email,Enquiry,Resolved,02:19
SUPPORT,SUP001050,,,,,SUP001050,,,,,Jacqueline Hopkins,jacqueline.hopkins@hotmail.com,+44 7616577623,,,,,,jacquelinehopkins,jacqueline.hopkins@hotmail.com,07616577623,,,,2025-04-06 16:00:49,Jacqueline Hopkins,jacqueline.hopkins@hotmail.com,+44 7616577623,Phone,Refund request,Resolved,10:45
SUPPORT,SUP001051,,,,,SUP001051,,,,,Georgina Turner,georgina.turner@hotmail.com,,,,,,,georginaturner,georgina.turner@hotmail.com,,,,,2025-04-06 16:46:24,Georgina Turner,georgina.turner@hotmail.com,,Email,Refund request,Resolved,36:47
SUPPORT,SUP001052,,,,,SUP001052,,,,,Toby Richardson,toby.richardson@gmail.com,+44 7247109931,,,,,,tobyrichardson,toby.richardson@gmail.com,07247109931,,,,2025-04-06 17:19:50,Toby Richardson,toby.richardson@gmail.com,+44 7247109931,Email,Accessibility,Resolved,06:02
SUPPORT,SUP001053,,,,,SUP001053,,,,,George Yates,george.yates@yahoo.com,+44 7280090113,,,,,,georgeyates,george.yates@yahoo.com,07280090113,,,,2025-04-06 21:34:35,George Yates,george.yates@yahoo.com,+44 7280090113,Email,Complaint,Resolved,30:06
SUPPORT,SUP001054,,,,,SUP001054,,,,,Reece Brown,reece.brown@hotmail.com,,,,,,,reecebrown,reece.brown@hotmail.com,,,,,2025-04-06 21:59:35,Reece Brown,reece.brown@hotmail.com,,Email,Accessibility,Resolved,13:45
SUPPORT,SUP001055,,,,,SUP001055,,,,,Wayne Payne,wayne.payne@hotmail.com,+44 7003190028,,,,,,waynepayne,wayne.payne@hotmail.com,07003190028,,,,2025-04-06 22:51:25,Wayne Payne,wayne.payne@hotmail.com,+44 7003190028,Email,Accessibility,Resolved,13:33
SUPPORT,SUP001056,,,,,SUP001056,,,,,Zoe Crawford,zoe.crawford@hotmail.com,,,,,,,zoecrawford,zoe.crawford@hotmail.com,,,,,2025-04-07 00:39:32,Zoe Crawford,zoe.crawford@hotmail.com,,Email,Enquiry,Resolved,01:41
SUPPORT,SUP001057,,,,,SUP001057,,,,,Alan Knowles,alan.knowles@yahoo.fr,+44 7177786107,,,,,,alanknowles,alan.knowles@yahoo.fr,07177786107,,,,2025-04-07 00:45:40,Alan Knowles,alan.knowles@yahoo.fr,+44 7177786107,Email,Accessibility,Open,
SUPPORT,SUP001058,,,,,SUP001058,,,,,Stuart Robinson,stuart.robinson@hotmail.com,+44 7509588785,,,,,,stuartrobinson,stuart.robinson@hotmail.com,07509588785,,,,2025-04-07 01:47:33,Stuart Robinson,stuart.robinson@hotmail.com,+44 7509588785,Email,Complaint,Resolved,32:08
SUPPORT,SUP001059,,,,,SUP001059,,,,,Naomi Hall,,+44 7509176575,,,,,,naomihall,,07509176575,,,,2025-04-07 03:46:44,Naomi Hall,,+44 7509176575,Phone,Complaint,Resolved,45:41
SUPPORT,SUP001060,,,,,SUP001060,,,,,Joanne Dean,joanne.dean@hotmail.com,,,,,,,joannedean,joanne.dean@hotmail.com,,,,,2025-04-07 04:46:03,Joanne Dean,joanne.dean@hotmail.com,,Email,Enquiry,Resolved,02:48
SUPPORT,SUP001061,,,,,SUP001061,,,,,Dominic Barnett,dominic.barnett@hotmail.com,+44 7612418004,,,,,,dominicbarnett,dominic.barnett@hotmail.com,07612418004,,,,2025-04-07 05:09:56,Dominic Barnett,dominic.barnett@hotmail.com,+44 7612418004,Email,Accessibility,Resolved,09:15
SUPPORT,SUP001062,,,,,SUP001062,,,,,Beverley Davies,,+44 7162929832,,,,,,beverleydavies,,07162929832,,,,2025-04-07 06:09:27,Beverley Davies,,+44 7162929832,Phone,Refund request,Resolved,09:02
SUPPORT,SUP001063,,,,,SUP001063,,,,,Dominic Webb,dominic.webb@wanadoo.fr,+44 7221933200,,,,,,dominicwebb,dominic.webb@wanadoo.fr,07221933200,,,,2025-04-07 07:44:46,Dominic Webb,dominic.webb@wanadoo.fr,+44 7221933200,Email,Refund request,Open,
SUPPORT,SUP001064,,,,,SUP001064,,,,,Clifford Schofield,clifford.shcofield@yahoo.com,+44 7111301130,,,,,,cliffordschofield,clifford.shcofield@yahoo.com,07111301130,,,,2025-04-07 08:21:29,Clifford Schofield,clifford.shcofield@yahoo.com,+44 7111301130,Email,Enquiry,Resolved,07:29
SUPPORT,SUP001065,,,,,SUP001065,,,,,Eric Clarke,,+44 7947098835,,,,,,ericclarke,,07947098835,,,,2025-04-07 11:37:57,Eric Clarke,,+44 7947098835,Phone,Accessibility,Resolved,16:45
SUPPORT,SUP001066,,,,,SUP001066,,,,,Elliott Hodgson,elliott.hodgson@hotmail.com,+44 7517094185,,,,,,elliotthodgson,elliott.hodgson@hotmail.com,07517094185,,,,2025-04-07 12:39:56,Elliott Hodgson,elliott.hodgson@hotmail.com,+44 7517094185,Phone,Refund request,Open,
SUPPORT,SUP001067,,,,,SUP001067,,,,,Craig Fuller,craig.fuller@hotmail.com,+44 7351628563,,,,,,craigfuller,craig.fuller@hotmail.com,07351628563,,,,2025-04-07 17:33:09,Craig Fuller,craig.fuller@hotmail.com,+44 7351628563,Phone,Enquiry,Open,
SUPPORT,SUP001068,,,,,SUP001068,,,,,Cheryl Morrison,,+44 7078366702,,,,,,cherylmorrison,,07078366702,,,,2025-04-07 21:38:16,Cheryl Morrison,,+44 7078366702,Phone,Accessibility,Resolved,03:05
SUPPORT,SUP001069,,,,,SUP001069,,,,,Brett Cook,brett.cook@gmail.com,,,,,,,brettcook,brett.cook@gmail.com,,,,,2025-04-07 22:29:23,Brett Cook,brett.cook@gmail.com,,Email,Refund request,Resolved,14:54
SUPPORT,SUP001070,,,,,SUP001070,,,,,Alison Wright,alison.wright@yahoo.com,+44 7694519928,,,,,,alisonwright,alison.wright@yahoo.com,07694519928,,,,2025-04-08 01:14:59,Alison Wright,alison.wright@yahoo.com,+44 7694519928,Email,Refund request,Resolved,03:06
SUPPORT,SUP001071,,,,,SUP001071,,,,,Emma Cole,emma.cole@gmail.com,+44 7961401673,,,,,,emmacole,emma.cole@gmail.com,07961401673,,,,2025-04-08 03:42:01,Emma Cole,emma.cole@gmail.com,+44 7961401673,Email,Accessibility,Resolved,11:07
SUPPORT,SUP001072,,,,,SUP001072,,,,,Holly Evans,holly.evans@gmail.com,+44 7056660435,,,,,,hollyevans,holly.evans@gmail.com,07056660435,,,,2025-04-08 04:23:41,Holly Evans,holly.evans@gmail.com,+44 7056660435,Phone,Refund request,Resolved,03:52
SUPPORT,SUP001073,,,,,SUP001073,,,,,Stewart Atkinson,stewart.atkinson@gmail.com,+44 7689194821,,,,,,stewartatkinson,stewart.atkinson@gmail.com,07689194821,,,,2025-04-08 07:44:03,Stewart Atkinson,stewart.atkinson@gmail.com,+44 7689194821,Phone,Accessibility,Resolved,06:08
SUPPORT,SUP001074,,,,,SUP001074,,,,,Harriet Powell,harriet.powell@yahoo.com,,,,,,,harrietpowell,harriet.powell@yahoo.com,,,,,2025-04-08 09:24:45,Harriet Powell,harriet.powell@yahoo.com,,Email,Enquiry,Open,
SUPPORT,SUP001075,,,,,SUP001075,,,,,Anthony Clarke,anthony.clarke@gmail.com,,,,,,,anthonyclarke,anthony.clarke@gmail.com,,,,,2025-04-08 10:47:51,Anthony Clarke,anthony.clarke@gmail.com,,Email,Refund request,Resolved,13:16
SUPPORT,SUP001076,,,,,SUP001076,,,,,Clive Lloyd,clive.lloyd@yahoo.com,,,,,,,clivelloyd,clive.lloyd@yahoo.com,,,,,2025-04-08 13:35:35,Clive Lloyd,clive.lloyd@yahoo.com,,Email,Enquiry,Resolved,04:48
SUPPORT,SUP001077,,,,,SUP001077,,,,,Deborah Robson,deborah.robson@gmail.com,,,,,,,deborahrobson,deborah.robson@gmail.com,,,,,2025-04-08 13:43:14,Deborah Robson,deborah.robson@gmail.com,,Email,Enquiry,Open,
SUPPORT,SUP001078,,,,,SUP001078,,,,,Ashley Nicholson,ashley.nicholson@hotmail.com,+44 7106388682,,,,,,ashleynicholson,ashley.nicholson@hotmail.com,07106388682,,,,2025-04-09 13:34:29,Ashley Nicholson,ashley.nicholson@hotmail.com,+44 7106388682,Email,Refund request,Resolved,30:41
SUPPORT,SUP001079,,,,,SUP001079,,,,,Leah Owen,leah.owen@yahoo.com,,,,,,,leahowen,leah.owen@yahoo.com,,,,,2025-04-09 13:43:10,Leah Owen,leah.owen@yahoo.com,,Email,Accessibility,Open,
SUPPORT,SUP001080,,,,,SUP001080,,,,,Brandon Barton,,+44 7086024476,,,,,,brandonbarton,,07086024476,,,,2025-04-09 13:52:59,Brandon Barton,,+44 7086024476,Phone,Refund request,Resolved,14:26
SUPPORT,SUP001081,,,,,SUP001081,,,,,Gillian Hughes,gillian.hughes@hotmail.com,,,,,,,gillianhughes,gillian.hughes@hotmail.com,,,,,2025-04-09 17:43:15,Gillian Hughes,gillian.hughes@hotmail.com,,Email,Refund request,Resolved,47:09
SUPPORT,SUP001082,,,,,SUP001082,,,,,Gerald James,,+44 7167677385,,,,,,geraldjames,,07167677385,,,,2025-04-10 06:30:41,Gerald James,,+44 7167677385,Phone,Refund request,Open,
SUPPORT,SUP001083,,,,,SUP001083,,,,,Olivia Middleton,,+44 7889914037,,,,,,oliviamiddleton,,07889914037,,,,2025-04-10 11:42:01,Olivia Middleton,,+44 7889914037,Phone,Refund request,Open,
SUPPORT,SUP001084,,,,,SUP001084,,,,,Katherine Russell,katherine.russell@gmail.com,,,,,,,katherinerussell,katherine.russell@gmail.com,,,,,2025-04-10 16:54:30,Katherine Russell,katherine.russell@gmail.com,,Email,Accessibility,Resolved,05:52
SUPPORT,SUP001085,,,,,SUP001085,,,,,Howar Saunders,howard.saunders@hotmail.co.uk,+44 7982093386,,,,,,howarsaunders,howard.saunders@hotmail.co.uk,07982093386,,,,2025-04-10 17:08:56,Howar Saunders,howard.saunders@hotmail.co.uk,+44 7982093386,Phone,Complaint,Resolved,23:25
SUPPORT,SUP001086,,,,,SUP001086,,,,,Oliver Bennett,oliver.bnnett@yahoo.com,+44 7349840374,,,,,,oliverbennett,oliver.bnnett@yahoo.com,07349840374,,,,2025-04-10 17:15:54,Oliver Bennett,oliver.bnnett@yahoo.com,+44 7349840374,Email,Refund request,Resolved,25:40
SUPPORT,SUP001087,,,,,SUP001087,,,,,Leanne Howell,leanne.howell@msn.com,+44 7225928957,,,,,,leannehowell,leanne.howell@msn.com,07225928957,,,,2025-04-10 17:48:15,Leanne Howell,leanne.howell@msn.com,+44 7225928957,Email,Refund request,Resolved,09:11
SUPPORT,SUP001088,,,,,SUP001088,,,,,Kieran Williams,kieran.williams2@yahoo.com,+44 7342050100,,,,,,kieranwilliams,kieran.williams2@yahoo.com,07342050100,,,,2025-04-10 19:32:24,Kieran Williams,kieran.williams2@yahoo.com,+44 7342050100,Email,Enquiry,Resolved,05:37
SUPPORT,SUP001089,,,,,SUP001089,,,,,Philip Peters,philip.peters@yahoo.com,+44 7181443785,,,,,,philippeters,philip.peters@yahoo.com,07181443785,,,,2025-04-10 19:33:12,Philip Peters,philip.peters@yahoo.com,+44 7181443785,Phone,Enquiry,Resolved,04:57
SUPPORT,SUP001090,,,,,SUP001090,,,,,Allan Jones,allan.jones@yahoo.com,,,,,,,allanjones,allan.jones@yahoo.com,,,,,2025-04-10 19:58:42,Allan Jones,allan.jones@yahoo.com,,Email,Refund request,Resolved,26:40
SUPPORT,SUP001091,,,,,SUP001091,,,,,Elliott Davis,elliott.davis@yahoo.com,+44 7724664141,,,,,,elliottdavis,elliott.davis@yahoo.com,07724664141,,,,2025-04-10 20:43:59,Elliott Davis,elliott.davis@yahoo.com,+44 7724664141,Phone,Accessibility,Resolved,09:58
SUPPORT,SUP001092,,,,,SUP001092,,,,,Norman King,norman.king@gmail.com,,,,,,,normanking,norman.king@gmail.com,,,,,2025-04-10 21:43:57,Norman King,norman.king@gmail.com,,Email,Complaint,Resolved,39:10
SUPPORT,SUP001093,,,,,SUP001093,,,,,Naomi Harris,naomi.harris@yahoo.com,+44 7532290138,,,,,,naomiharris,naomi.harris@yahoo.com,07532290138,,,,2025-04-10 21:56:38,Naomi Harris,naomi.harris@yahoo.com,+44 7532290138,Phone,Complaint,Resolved,17:27
SUPPORT,SUP001094,,,,,SUP001094,,,,,Robin Fox,robin.fox@yahoo.com,+44 7704986220,,,,,,robinfox,robin.fox@yahoo.com,07704986220,,,,2025-04-10 22:59:10,Robin Fox,robin.fox@yahoo.com,+44 7704986220,Email,Refund request,Resolved,20:56
SUPPORT,SUP001095,,,,,SUP001095,,,,,Aaron Woods,aaron.woods@yahoo.com,,,,,,,aaronwoods,aaron.woods@yahoo.com,,,,,2025-04-10 23:54:03,Aaron Woods,aaron.woods@yahoo.com,,Email,Enquiry,Resolved,19:56
SUPPORT,SUP001096,,,,,SUP001096,,,,,Kim Robinson,km.robinson@hotmail.com,+44 7809946288,,,,,,kimrobinson,km.robinson@hotmail.com,07809946288,,,,2025-04-11 00:54:24,Kim Robinson,km.robinson@hotmail.com,+44 7809946288,Email,Enquiry,Open,
SUPPORT,SUP001097,,,,,SUP001097,,,,,Anne Saunders,anne.saunders@gmail.com,+44 7811925470,,,,,,annesaunders,anne.saunders@gmail.com,07811925470,,,,2025-04-11 03:36:37,Anne Saunders,anne.saunders@gmail.com,+44 7811925470,Phone,Refund request,Resolved,28:45
SUPPORT,SUP001098,,,,,SUP001098,,,,,Andrew Morgan,andrew.morgan@yahoo.com,+44 7898538901,,,,,,andrewmorgan,andrew.morgan@yahoo.com,07898538901,,,,2025-04-11 06:33:20,Andrew Morgan,andrew.morgan@yahoo.com,+44 7898538901,Phone,Enquiry,Resolved,04:00
SUPPORT,SUP001099,,,,,SUP001099,,,,,Gillian Stewart,gillian.stweart@yahoo.com,,,,,,,gillianstewart,gillian.stweart@yahoo.com,,,,,2025-04-11 07:03:39,Gillian Stewart,gillian.stweart@yahoo.com,,Email,Accessibility,Resolved,08:31
SUPPORT,SUP001100,,,,,SUP001100,,,,,Martyn Smith,martyn.smith@gmail.com,+44 7477912149,,,,,,martynsmith,martyn.smith@gmail.com,07477912149,,,,2025-04-11 07:41:14,Martyn Smith,martyn.smith@gmail.com,+44 7477912149,Email,Enquiry,Resolved,05:14
SUPPORT,SUP001101,,,,,SUP001101,,,,,Christopher Bell,christopher.bell@hotmail.com,+44 7033261063,,,,,,christopherbell,christopher.bell@hotmail.com,07033261063,,,,2025-04-11 16:03:10,Christopher Bell,christopher.bell@hotmail.com,+44 7033261063,Email,Accessibility,Open,
SUPPORT,SUP001102,,,,,SUP001102,,,,,Bethany Brown,bethany.rbown@aol.com,+44 7795857991,,,,,,bethanybrown,bethany.rbown@aol.com,07795857991,,,,2025-04-11 17:15:49,Bethany Brown,bethany.rbown@aol.com,+44 7795857991,Email,Enquiry,Resolved,02:33
SUPPORT,SUP001103,,,,,SUP001103,,,,,Ashleigh Abbott,ashleigh.abbott@yahoo.com,+44 7516432960,,,,,,ashleighabbott,ashleigh.abbott@yahoo.com,07516432960,,,,2025-04-11 19:54:23,Ashleigh Abbott,ashleigh.abbott@yahoo.com,+44 7516432960,Email,Refund request,Resolved,00:36
SUPPORT,SUP001104,,,,,SUP001104,,,,,Peter Waters,peter.waters@gmail.com,+44 7941300691,,,,,,peterwaters,peter.waters@gmail.com,07941300691,,,,2025-04-11 20:19:52,Peter Waters,peter.waters@gmail.com,+44 7941300691,Email,Enquiry,Resolved,04:48
SUPPORT,SUP001105,,,,,SUP001105,,,,,Vanessa Harper,vanessa.harper@hotmail.com,,,,,,,vanessaharper,vanessa.harper@hotmail.com,,,,,2025-04-11 22:08:23,Vanessa Harper,vanessa.harper@hotmail.com,,Email,Accessibility,Resolved,08:21
SUPPORT,SUP001106,,,,,SUP001106,,,,,Charles Ahmed,charles.ahmed@gmail.com,+44 7250536859,,,,,,charlesahmed,charles.ahmed@gmail.com,07250536859,,,,2025-04-11 23:37:19,Charles Ahmed,charles.ahmed@gmail.com,+44 7250536859,Email,Refund request,Resolved,25:04
SUPPORT,SUP001107,,,,,SUP001107,,,,,Christopher Watson,,+44 7580035441,,,,,,christopherwatson,,07580035441,,,,2025-04-11 23:37:37,Christopher Watson,,+44 7580035441,Phone,Refund request,Resolved,10:04
SUPPORT,SUP001108,,,,,SUP001108,,,,,Harry Fisher,harry.fisher@hotmail.com,+44 7913607330,,,,,,harryfisher,harry.fisher@hotmail.com,07913607330,,,,2025-04-12 03:52:25,Harry Fisher,harry.fisher@hotmail.com,+44 7913607330,Email,Accessibility,Resolved,04:03
SUPPORT,SUP001109,,,,,SUP001109,,,,,Jacqueline Chapman,jacqueline.chapman@yahoo.com,+44 7421312771,,,,,,jacquelinechapman,jacqueline.chapman@yahoo.com,07421312771,,,,2025-04-12 03:54:01,Jacqueline Chapman,jacqueline.chapman@yahoo.com,+44 7421312771,Email,Accessibility,Resolved,04:13
SUPPORT,SUP001110,,,,,SUP001110,,,,,Hollie Boyle,hollie.boyle@wanadoo.fr,+44 7163528544,,,,,,hollieboyle,hollie.boyle@wanadoo.fr,07163528544,,,,2025-04-12 04:41:02,Hollie Boyle,hollie.boyle@wanadoo.fr,+44 7163528544,Email,Refund request,Resolved,26:54
SUPPORT,SUP001111,,,,,SUP001111,,,,,Jane Giles,jane.giles@hotmail.com,+44 7590537408,,,,,,janegiles,jane.giles@hotmail.com,07590537408,,,,2025-04-12 04:52:29,Jane Giles,jane.giles@hotmail.com,+44 7590537408,Email,Accessibility,Resolved,01:56
SUPPORT,SUP001112,,,,,SUP001112,,,,,Tom Brown,,+44 7338407261,,,,,,tombrown,,07338407261,,,,2025-04-12 05:00:49,Tom Brown,,+44 7338407261,Phone,Enquiry,Resolved,06:43
SUPPORT,SUP001113,,,,,SUP001113,,,,,Harriet Todd,harriet.todd@hotmail.com,+44 7844104336,,,,,,harriettodd,harriet.todd@hotmail.com,07844104336,,,,2025-04-12 05:13:06,Harriet Todd,harriet.todd@hotmail.com,+44 7844104336,Email,Accessibility,Resolved,12:48
SUPPORT,SUP001114,,,,,SUP001114,,,,,Tracey Bates,tracey.bates@msn.com,+44 7433443167,,,,,,traceybates,tracey.bates@msn.com,07433443167,,,,2025-04-12 05:56:09,Tracey Bates,tracey.bates@msn.com,+44 7433443167,Email,Complaint,Resolved,23:30
SUPPORT,SUP001115,,,,,SUP001115,,,,,David Marshall,david.marshall@hotmail.com,,,,,,,davidmarshall,david.marshall@hotmail.com,,,,,2025-04-12 07:03:43,David Marshall,david.marshall@hotmail.com,,Email,Refund request,Resolved,28:04
SUPPORT,SUP001116,,,,,SUP001116,,,,,Melissa Barker,melissa.barker@hotmail.fr,+44 7918213271,,,,,,melissabarker,melissa.barker@hotmail.fr,07918213271,,,,2025-04-12 10:40:31,Melissa Barker,melissa.barker@hotmail.fr,+44 7918213271,Email,Complaint,Resolved,19:39
SUPPORT,SUP001117,,,,,SUP001117,,,,,Josh Hlomes,josh.holems@yahoo.com,,,,,,,joshhlomes,josh.holems@yahoo.com,,,,,2025-04-12 11:40:42,Josh Hlomes,josh.holems@yahoo.com,,Email,Accessibility,Resolved,23:52
SUPPORT,SUP001118,,,,,SUP001118,,,,,Glen Turner,glen.turner@gmail.com,+44 7500704654,,,,,,glenturner,glen.turner@gmail.com,07500704654,,,,2025-04-12 14:08:19,Glen Turner,glen.turner@gmail.com,+44 7500704654,Email,Enquiry,Resolved,01:55
SUPPORT,SUP001119,,,,,SUP001119,,,,,Bethan Brown,bethan.brown@hotmail.com,+44 7737530056,,,,,,bethanbrown,bethan.brown@hotmail.com,07737530056,,,,2025-04-12 17:11:59,Bethan Brown,bethan.brown@hotmail.com,+44 7737530056,Email,Complaint,Resolved,14:51
SUPPORT,SUP001120,,,,,SUP001120,,,,,Marie Dixon,marie.dixon@aol.com,+44 7523859178,,,,,,mariedixon,marie.dixon@aol.com,07523859178,,,,2025-04-12 19:51:00,Marie Dixon,marie.dixon@aol.com,+44 7523859178,Email,Enquiry,Resolved,04:11
SUPPORT,SUP001121,,,,,SUP001121,,,,,Francesca Green,francesca.green@hotmail.com,,,,,,,francescagreen,francesca.green@hotmail.com,,,,,2025-04-12 20:45:00,Francesca Green,francesca.green@hotmail.com,,Email,Complaint,Resolved,63:39
SUPPORT,SUP001122,,,,,SUP001122,,,,,Leanne Finch,,+44 7386703191,,,,,,leannefinch,,07386703191,,,,2025-04-12 21:41:38,Leanne Finch,,+44 7386703191,Phone,Refund request,Resolved,08:36
SUPPORT,SUP001123,,,,,SUP001123,,,,,Sian Holmes,sian.holmes@hotmail.com,+44 7541966670,,,,,,sianholmes,sian.holmes@hotmail.com,07541966670,,,,2025-04-12 21:58:47,Sian Holmes,sian.holmes@hotmail.com,+44 7541966670,Email,Refund request,Resolved,02:37
SUPPORT,SUP001124,,,,,SUP001124,,,,,Robin Sanderson,robin.sanderson@hotmail.com,+44 7082904412,,,,,,robinsanderson,robin.sanderson@hotmail.com,07082904412,,,,2025-04-13 00:01:48,Robin Sanderson,robin.sanderson@hotmail.com,+44 7082904412,Phone,Enquiry,Resolved,15:38
SUPPORT,SUP001125,,,,,SUP001125,,,,,Abdul Shaw,abdul.shaw@yahoo.fr,+44 7064572947,,,,,,abdulshaw,abdul.shaw@yahoo.fr,07064572947,,,,2025-04-13 01:10:48,Abdul Shaw,abdul.shaw@yahoo.fr,+44 7064572947,Email,Refund request,Resolved,45:58
SUPPORT,SUP001126,,,,,SUP001126,,,,,William Haynes,william.haynes@hotmail.com,,,,,,,williamhaynes,william.haynes@hotmail.com,,,,,2025-04-13 06:36:15,William Haynes,william.haynes@hotmail.com,,Email,Enquiry,Resolved,13:55
SUPPORT,SUP001127,,,,,SUP001127,,,,,Gemma Gilbert,,+44 7359129331,,,,,,gemmagilbert,,07359129331,,,,2025-04-13 08:59:31,Gemma Gilbert,,+44 7359129331,Phone,Complaint,Resolved,15:33
SUPPORT,SUP001128,,,,,SUP001128,,,,,Brett Clarke,brett.clarke@yahoo.com,+44 7679022481,,,,,,brettclarke,brett.clarke@yahoo.com,07679022481,,,,2025-04-13 10:15:57,Brett Clarke,brett.clarke@yahoo.com,+44 7679022481,Email,Refund request,Resolved,25:56
SUPPORT,SUP001129,,,,,SUP001129,,,,,Joanne Smith,joanne.smith@gmail.com,+44 7620123088,,,,,,joannesmith,joanne.smith@gmail.com,07620123088,,,,2025-04-13 13:07:37,Joanne Smith,joanne.smith@gmail.com,+44 7620123088,Email,Accessibility,Resolved,09:43
SUPPORT,SUP001130,,,,,SUP001130,,,,,Billy Nicholls,billy.nicholls@yahoo.com,,,,,,,billynicholls,billy.nicholls@yahoo.com,,,,,2025-04-13 14:54:13,Billy Nicholls,billy.nicholls@yahoo.com,,Email,Refund request,Resolved,05:34
SUPPORT,SUP001131,,,,,SUP001131,,,,,Joel Kaur,joel.kaur@yahoo.com,+44 7377632223,,,,,,joelkaur,joel.kaur@yahoo.com,07377632223,,,,2025-04-13 17:30:10,Joel Kaur,joel.kaur@yahoo.com,+44 7377632223,Email,Refund request,Resolved,06:51
SUPPORT,SUP001132,,,,,SUP001132,,,,,Gillian Stewart,gillian.sewart2@yahoo.com,+44 7544344849,,,,,,gillianstewart,gillian.sewart2@yahoo.com,07544344849,,,,2025-04-13 21:29:43,Gillian Stewart,gillian.sewart2@yahoo.com,+44 7544344849,Phone,Enquiry,Resolved,04:37
SUPPORT,SUP001133,,,,,SUP001133,,,,,Michelle Young,michelle.young@gmail.com,,,,,,,michelleyoung,michelle.young@gmail.com,,,,,2025-04-14 10:34:26,Michelle Young,michelle.young@gmail.com,,Email,Enquiry,Resolved,03:47
SUPPORT,SUP001134,,,,,SUP001134,,,,,Lawrence Booth,lawrence.booth@aol.com,+44 7132171860,,,,,,lawrencebooth,lawrence.booth@aol.com,07132171860,,,,2025-04-14 12:08:29,Lawrence Booth,lawrence.booth@aol.com,+44 7132171860,Email,Accessibility,Open,
SUPPORT,SUP001135,,,,,SUP001135,,,,,Abigail Potter,abigail.potter@yahoo.com,+44 7409114598,,,,,,abigailpotter,abigail.potter@yahoo.com,07409114598,,,,2025-04-14 12:46:32,Abigail Potter,abigail.potter@yahoo.com,+44 7409114598,Email,Complaint,Open,
SUPPORT,SUP001136,,,,,SUP001136,,,,,June Clarke,june.clarke@hotmail.com,+44 7118211267,,,,,,juneclarke,june.clarke@hotmail.com,07118211267,,,,2025-04-14 14:13:02,June Clarke,june.clarke@hotmail.com,+44 7118211267,Email,Accessibility,Resolved,04:35
SUPPORT,SUP001137,,,,,SUP001137,,,,,Adam Baxter,adam.baxter@yahoo.com,+44 7970225003,,,,,,adambaxter,adam.baxter@yahoo.com,07970225003,,,,2025-04-14 16:21:24,Adam Baxter,adam.baxter@yahoo.com,+44 7970225003,Email,Accessibility,Resolved,28:45
SUPPORT,SUP001138,,,,,SUP001138,,,,,Simon Sutton,,+44 7765147169,,,,,,simonsutton,,07765147169,,,,2025-04-14 19:15:07,Simon Sutton,,+44 7765147169,Phone,Refund request,Resolved,71:20
SUPPORT,SUP001139,,,,,SUP001139,,,,,Andrew Hill,andrew.hill@hotmail.com,+44 7232142303,,,,,,andrewhill,andrew.hill@hotmail.com,07232142303,,,,2025-04-15 01:21:41,Andrew Hill,andrew.hill@hotmail.com,+44 7232142303,Email,Accessibility,Resolved,23:50
SUPPORT,SUP001140,,,,,SUP001140,,,,,Tina Jones,tina.jones@gmail.com,,,,,,,tinajones,tina.jones@gmail.com,,,,,2025-04-15 01:31:42,Tina Jones,tina.jones@gmail.com,,Email,Enquiry,Resolved,00:25
SUPPORT,SUP001141,,,,,SUP001141,,,,,Edward Carpenter,edward.carpenter@yahoo.com,+44 7200616465,,,,,,edwardcarpenter,edward.carpenter@yahoo.com,07200616465,,,,2025-04-15 03:23:40,Edward Carpenter,edward.carpenter@yahoo.com,+44 7200616465,Email,Complaint,Resolved,50:36
SUPPORT,SUP001142,,,,,SUP001142,,,,,Robin Scott,,+44 7113790986,,,,,,robinscott,,07113790986,,,,2025-04-15 04:32:18,Robin Scott,,+44 7113790986,Phone,Refund request,Resolved,50:38
SUPPORT,SUP001143,,,,,SUP001143,,,,,Joel Khan,joel.khan@hotmail.com,+44 7399584395,,,,,,joelkhan,joel.khan@hotmail.com,07399584395,,,,2025-04-15 06:24:54,Joel Khan,joel.khan@hotmail.com,+44 7399584395,Email,Enquiry,Resolved,08:28
SUPPORT,SUP001144,,,,,SUP001144,,,,,Jamie Clark,jamie.clark@yahoo.com,+44 7299355823,,,,,,jamieclark,jamie.clark@yahoo.com,07299355823,,,,2025-04-15 09:20:18,Jamie Clark,jamie.clark@yahoo.com,+44 7299355823,Email,Complaint,Resolved,12:16
