source_system,source_record_id,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,contact_name,last_contact_date,consent_status,emails_opened_count,links_clicked_count,email,postcode
MARKETING,MKT002303,,,MKT002303,,,,,,,Bradley_Lewis,bradley.lewis@yahoo.com,,,CM1 6XK,,,,bradleylewis,bradley.lewis@yahoo.com,,,CM16XK,,Bradley_Lewis,2025-04-05,True,3,0,bradley.lewis@yahoo.com,CM1 6XK
MARKETING,MKT002304,,,MKT002304,,,,,,,Charile_Johnson,charlie.johnson@hotmail.com,,,NN1 0NP,,,,charilejohnson,charlie.johnson@hotmail.com,,,NN10NP,,Charile_Johnson,2025-04-05,True,10,1,charlie.johnson@hotmail.com,NN1 0NP
MARKETING,MKT002305,,,MKT002305,,,,,,,Jasmine_Mellor,jasminemellor22@orange.fr,,,OX1 2DS,,,,jasminemellor,jasminemellor22@orange.fr,,,OX12DS,,Jasmine_Mellor,2025-04-05,True,4,0,jasminemellor22@orange.fr,OX1 2DS
MARKETING,MKT002306,,,MKT002306,,,,,,,Shirley_Holden,shirley.holden@hotmail.com,,,EH1 8TE,,,,shirleyholden,shirley.holden@hotmail.com,,,EH18TE,,Shirley_Holden,2025-04-05,True,7,2,shirley.holden@hotmail.com,EH1 8TE
MARKETING,MKT002307,,,MKT002307,,,,,,,Phillip_Roberts,phillip.roberts@gmail.com,,,BT48 0CE,,,,philliproberts,phillip.roberts@gmail.com,,,BT480CE,,Phillip_Roberts,2025-04-05,False,5,0,phillip.roberts@gmail.com,BT48 0CE
MARKETING,MKT002308,,,MKT002308,,,,,,,Fiona_Saunders,fiona.saunders@gmail.com,,,B1 6BK,,,,fionasaunders,fiona.saunders@gmail.com,,,B16BK,,Fiona_Saunders,2025-04-05,True,3,0,fiona.saunders@gmail.com,B1 6BK
MARKETING,MKT002309,,,MKT002309,,,,,,,Zoe_O'Brien,zoe.obrien@gmail.com,,,M1 8GQ,,,,zoeobrien,zoe.obrien@gmail.com,,,M18GQ,,Zoe_O'Brien,2025-04-05,True,8,2,zoe.obrien@gmail.com,M1 8GQ
MARKETING,MKT002310,,,MKT002310,,,,,,,Robert_Francis,robert.francis@gmail.com,,,M1 1DD,,,,robertfrancis,robert.francis@gmail.com,,,M11DD,,Robert_Francis,2025-04-05,True,5,2,robert.francis@gmail.com,M1 1DD
MARKETING,MKT002311,,,MKT002311,,,,,,,Amelia_Wright,amelia.wright@hotmail.com,,,SW1 0MT,,,,ameliawright,amelia.wright@hotmail.com,,,SW10MT,,Amelia_Wright,2025-04-05,False,8,0,amelia.wright@hotmail.com,SW1 0MT
MARKETING,MKT002312,,,MKT002312,,,,,,,Yvonne_Fisher,yvonne.fisher@hotmail.com,,,GU1 8RF,,,,yvonnefisher,yvonne.fisher@hotmail.com,,,GU18RF,,Yvonne_Fisher,2025-04-05,True,1,0,yvonne.fisher@hotmail.com,GU1 8RF
MARKETING,MKT002313,,,MKT002313,,,,,,,Suzanne_Lewis,suzanne.lewis@yahoo.com,,,RG1 7JQ,,,,suzannelewis,suzanne.lewis@yahoo.com,,,RG17JQ,,Suzanne_Lewis,2025-04-05,True,7,3,suzanne.lewis@yahoo.com,RG1 7JQ
MARKETING,MKT002314,,,MKT002314,,,,,,,Joanne_Flynn,joanne.flynn@gmail.com,,,PH1 2CA,,,,joanneflynn,joanne.flynn@gmail.com,,,PH12CA,,Joanne_Flynn,2025-04-05,True,7,1,joanne.flynn@gmail.com,PH1 2CA
MARKETING,MKT002315,,,MKT002315,,,,,,,Owen_Turnbull,owen.turnbull@hotmail.com,,,SE1 8FT,,,,owenturnbull,owen.turnbull@hotmail.com,,,SE18FT,,Owen_Turnbull,2025-04-05,False,0,0,owen.turnbull@hotmail.com,SE1 8FT
MARKETING,MKT002316,,,MKT002316,,,,,,,Marc_White,marc.white@hotmail.com,,,S40 3BD,,,,marcwhite,marc.white@hotmail.com,,,S403BD,,Marc_White,2025-04-05,True,8,1,marc.white@hotmail.com,S40 3BD
MARKETING,MKT002317,,,MKT002317,,,,,,,Hayley_Shah,hayley.shah@hotmail.com,,,E1 4PR,,,,hayleyshah,hayley.shah@hotmail.com,,,E14PR,,Hayley_Shah,2025-04-05,False,4,0,hayley.shah@hotmail.com,E1 4PR
MARKETING,MKT002318,,,MKT002318,,,,,,,Patrick_Wade,patrick.wade@gmail.com,,,S1 9US,,,,patrickwade,patrick.wade@gmail.com,,,S19US,,Patrick_Wade,2025-04-05,False,4,0,patrick.wade@gmail.com,S1 9US
MARKETING,MKT002319,,,MKT002319,,,,,,,Howard_Wells,howard.wells@gmail.com,,,LN1 2XI,,,,howardwells,howard.wells@gmail.com,,,LN12XI,,Howard_Wells,2025-04-05,True,6,1,howard.wells@gmail.com,LN1 2XI
MARKETING,MKT002320,,,MKT002320,,,,,,,Benjamin_Jones,benjamin.jones@hotmail.fr,,,IV1 1YB,,,,benjaminjones,benjamin.jones@hotmail.fr,,,IV11YB,,Benjamin_Jones,2025-04-05,False,9,2,benjamin.jones@hotmail.fr,IV1 1YB
MARKETING,MKT002321,,,MKT002321,,,,,,,Georgina_French,georgina.french@yahoo.com,,,SW1 8ZE,,,,georginafrench,georgina.french@yahoo.com,,,SW18ZE,,Georgina_French,2025-04-05,False,6,0,georgina.french@yahoo.com,SW1 8ZE
MARKETING,MKT002322,,,MKT002322,,,,,,,Caroline_Turner,carolineturner@hotmail.com,,,LN1 7DH,,,,carolineturner,carolineturner@hotmail.com,,,LN17DH,,Caroline_Turner,2025-04-05,True,3,2,carolineturner@hotmail.com,LN1 7DH
MARKETING,MKT002323,,,MKT002323,,,,,,,Jade_Elliott,jade.elliott@yahoo.com,,,BA1 7DT,,,,jadeelliott,jade.elliott@yahoo.com,,,BA17DT,,Jade_Elliott,2025-04-05,False,3,0,jade.elliott@yahoo.com,BA1 7DT
MARKETING,MKT002324,,,MKT002324,,,,,,,Gavin_Howard,gavin.howard@yahoo.com,,,CA1 2JC,,,,gavinhoward,gavin.howard@yahoo.com,,,CA12JC,,Gavin_Howard,2025-04-05,True,6,2,gavin.howard@yahoo.com,CA1 2JC
MARKETING,MKT002325,,,MKT002325,,,,,,,Katy_Bailey,katy.bailey@gmail.com,,,BT27 2TM,,,,katybailey,katy.bailey@gmail.com,,,BT272TM,,Katy_Bailey,2025-04-06,True,11,2,katy.bailey@gmail.com,BT27 2TM
MARKETING,MKT002326,,,MKT002326,,,,,,,Teresa_Powell,teresa.powell@gmail.com,,,CH1 5WG,,,,teresapowell,teresa.powell@gmail.com,,,CH15WG,,Teresa_Powell,2025-04-06,True,2,0,teresa.powell@gmail.com,CH1 5WG
MARKETING,MKT002327,,,MKT002327,,,,,,,Angela_Cunningham,angela.cunningham@gmail.com,,,S40 0UK,,,,angelacunningham,angela.cunningham@gmail.com,,,S400UK,,Angela_Cunningham,2025-04-06,False,4,1,angela.cunningham@gmail.com,S40 0UK
MARKETING,MKT002328,,,MKT002328,,,,,,,Nicholas_Murphy,nicholas.murphy@gmail.com,,,IP1 6BQ,,,,nicholasmurphy,nicholas.murphy@gmail.com,,,IP16BQ,,Nicholas_Murphy,2025-04-06,True,11,0,nicholas.murphy@gmail.com,IP1 6BQ
MARKETING,MKT002329,,,MKT002329,,,,,,,Declan_Green,declan.green@hotmail.com,,,CB1 5TR,,,,declangreen,declan.green@hotmail.com,,,CB15TR,,Declan_Green,2025-04-06,True,8,0,declan.green@hotmail.com,CB1 5TR
MARKETING,MKT002330,,,MKT002330,,,,,,,Shirley_Holden,shirley.holden@hotmail.com,,,EH1 8TE,,,,shirleyholden,shirley.holden@hotmail.com,,,EH18TE,,Shirley_Holden,2025-04-06,False,4,0,shirley.holden@hotmail.com,EH1 8TE
MARKETING,MKT002331,,,MKT002331,,,,,,,Sheila_Roberts,sheila.roberts@wanadoo.fr,,,EH1 5WV,,,,sheilaroberts,sheila.roberts@wanadoo.fr,,,EH15WV,,Sheila_Roberts,2025-04-06,True,4,1,sheila.roberts@wanadoo.fr,EH1 5WV
MARKETING,MKT002332,,,MKT002332,,,,,,,Karl_Davies,karl.davies@gmail.com,,,CA1 1YT,,,,karldavies,karl.davies@gmail.com,,,CA11YT,,Karl_Davies,2025-04-06,True,7,1,karl.davies@gmail.com,CA1 1YT
MARKETING,MKT002333,,,MKT002333,,,,,,,Judith_Wilson,judith.wilson@hotmail.com,,,PL1 4QN,,,,judithwilson,judith.wilson@hotmail.com,,,PL14QN,,Judith_Wilson,2025-04-06,True,13,4,judith.wilson@hotmail.com,PL1 4QN
MARKETING,MKT002334,,,MKT002334,,,,,,,Lydia_O'Sullivan,lydia.osullivan@gmail.com,,,SY1 9PS,,,,lydiaosullivan,lydia.osullivan@gmail.com,,,SY19PS,,Lydia_O'Sullivan,2025-04-06,False,4,1,lydia.osullivan@gmail.com,SY1 9PS
MARKETING,MKT002335,,,MKT002335,,,,,,,Charles_Hudson,charles.hudson@aol.com,,,LL57 9DV,,,,charleshudson,charles.hudson@aol.com,,,LL579DV,,Charles_Hudson,2025-04-06,True,9,0,charles.hudson@aol.com,LL57 9DV
MARKETING,MKT002336,,,MKT002336,,,,,,,Vincent_Rice,vincent.rice@gmail.com,,,LN1 6EP,,,,vincentrice,vincent.rice@gmail.com,,,LN16EP,,Vincent_Rice,2025-04-06,True,6,1,vincent.rice@gmail.com,LN1 6EP
MARKETING,MKT002337,,,MKT002337,,,,,,,Jasmine_Mellor,jasmine.mellor@hotmail.com,,,OX1 2DS,,,,jasminemellor,jasmine.mellor@hotmail.com,,,OX12DS,,Jasmine_Mellor,2025-04-06,True,2,0,jasmine.mellor@hotmail.com,OX1 2DS
MARKETING,MKT002338,,,MKT002338,,,,,,,Samuel_King,samuel.king@gmail.com,,,CB1,,,,samuelking,samuel.king@gmail.com,,,CB1,,Samuel_King,2025-04-06,True,3,1,samuel.king@gmail.com,CB1
MARKETING,MKT002339,,,MKT002339,,,,,,,Nicole_Griffiths,nicole.griffiths@gmail.com,,,S40 4QS,,,,nicolegriffiths,nicole.griffiths@gmail.com,,,S404QS,,Nicole_Griffiths,2025-04-06,True,6,3,nicole.griffiths@gmail.com,S40 4QS
MARKETING,MKT002340,,,MKT002340,,,,,,,Anne_Murray,anne.murray@wanadoo.fr,,,GL1 0XQ,,,,annemurray,anne.murray@wanadoo.fr,,,GL10XQ,,Anne_Murray,2025-04-06,True,7,1,anne.murray@wanadoo.fr,GL1 0XQ
MARKETING,MKT002341,,,MKT002341,,,,,,,Donna_Kaur,donna.kaur@hotmail.com,,,PL1 8GO,,,,donnakaur,donna.kaur@hotmail.com,,,PL18GO,,Donna_Kaur,2025-04-06,True,8,4,donna.kaur@hotmail.com,PL1 8GO
MARKETING,MKT002342,,,MKT002342,,,,,,,Kieran_Campbell,kieran.campbell@yahoo.com,,,CH1 7PZ,,,,kierancampbell,kieran.campbell@yahoo.com,,,CH17PZ,,Kieran_Campbell,2025-04-06,False,2,0,kieran.campbell@yahoo.com,CH1 7PZ
MARKETING,MKT002343,,,MKT002343,,,,,,,Andrew_Turner,andrew.turner@hotmail.com,,,N1 8YL,,,,andrewturner,andrew.turner@hotmail.com,,,N18YL,,Andrew_Turner,2025-04-06,True,9,3,andrew.turner@hotmail.com,N1 8YL
MARKETING,MKT002344,,,MKT002344,,,,,,,Jade_Scott,jade.scott@gmail.com,,,EX1 4GU,,,,jadescott,jade.scott@gmail.com,,,EX14GU,,Jade_Scott,2025-04-06,True,16,5,jade.scott@gmail.com,EX1 4GU
MARKETING,MKT002345,,,MKT002345,,,,,,,Jane_Thompson,jane.thompson@gmail.com,,,GU1 5JJ,,,,janethompson,jane.thompson@gmail.com,,,GU15JJ,,Jane_Thompson,2025-04-06,True,13,5,jane.thompson@gmail.com,GU1 5JJ
MARKETING,MKT002346,,,MKT002346,,,,,,,Arthur_Shaw,arthur.shaw@yahoo.com,,,SA1 6XA,,,,arthurshaw,arthur.shaw@yahoo.com,,,SA16XA,,Arthur_Shaw,2025-04-06,False,2,0,arthur.shaw@yahoo.com,SA1 6XA
MARKETING,MKT002347,,,MKT002347,,,,,,,Peter_King,peter.king@orange.fr,,,M1 0DJ,,,,peterking,peter.king@orange.fr,,,M10DJ,,Peter_King,2025-04-06,False,1,0,peter.king@orange.fr,M1 0DJ
MARKETING,MKT002348,,,MKT002348,,,,,,,Shane_Lowe,shane.lowe@yahoo.com,,,NW1 2SN,,,,shanelowe,shane.lowe@yahoo.com,,,NW12SN,,Shane_Lowe,2025-04-06,True,3,0,shane.lowe@yahoo.com,NW1 2SN
MARKETING,MKT002349,,,MKT002349,,,,,,,Peter_King,peter.king@orange.fr,,,M1 9DX,,,,peterking,peter.king@orange.fr,,,M19DX,,Peter_King,2025-04-06,True,9,1,peter.king@orange.fr,M1 9DX
MARKETING,MKT002350,,,MKT002350,,,,,,,Naomi_Cooper,naomi.cooper@hotmail.com,,,ST1 1JX,,,,naomicooper,naomi.cooper@hotmail.com,,,ST11JX,,Naomi_Cooper,2025-04-06,False,3,1,naomi.cooper@hotmail.com,ST1 1JX
MARKETING,MKT002351,,,MKT002351,,,,,,,Clive_Conway,clive.conway@hotmail.com,,,RG1 1PT,,,,cliveconway,clive.conway@hotmail.com,,,RG11PT,,Clive_Conway,2025-04-07,False,1,0,clive.conway@hotmail.com,RG1 1PT
MARKETING,MKT002352,,,MKT002352,,,,,,,Damian_Kelly,damian.kelly@hotmail.com,,,PE1 0DX,,,,damiankelly,damian.kelly@hotmail.com,,,PE10DX,,Damian_Kelly,2025-04-07,True,8,4,damian.kelly@hotmail.com,PE1 0DX
MARKETING,MKT002353,,,MKT002353,,,,,,,Jasmine_James,jasmine.james@gmail.com,,,DE1 7PC,,,,jasminejames,jasmine.james@gmail.com,,,DE17PC,,Jasmine_James,2025-04-07,False,2,0,jasmine.james@gmail.com,DE1 7PC
MARKETING,MKT002354,,,MKT002354,,,,,,,Thomas_Clark,thomas.clark@yahoo.com,,,OX1 7VV,,,,thomasclark,thomas.clark@yahoo.com,,,OX17VV,,Thomas_Clark,2025-04-07,True,8,2,thomas.clark@yahoo.com,OX1 7VV
MARKETING,MKT002355,,,MKT002355,,,,,,,Emma_Mistry,emma.mistry@gmail.com,,,HU1 6YP,,,,emmamistry,emma.mistry@gmail.com,,,HU16YP,,Emma_Mistry,2025-04-07,False,6,1,emma.mistry@gmail.com,HU1 6YP
MARKETING,MKT002356,,,MKT002356,,,,,,,Chelsea_White,cwhite18@msn.com,,,W1 2KT,,,,chelseawhite,cwhite18@msn.com,,,W12KT,,Chelsea_White,2025-04-07,True,7,1,cwhite18@msn.com,W1 2KT
MARKETING,MKT002357,,,MKT002357,,,,,,,Dylan_Wilson,dylan.wilson@gmail.com,,,BS1 4GX,,,,dylanwilson,dylan.wilson@gmail.com,,,BS14GX,,Dylan_Wilson,2025-04-07,False,4,0,dylan.wilson@gmail.com,BS1 4GX
MARKETING,MKT002358,,,MKT002358,,,,,,,Carl_Jordan,carl.jordan@gmail.com,,,BH1 7IN,,,,carljordan,carl.jordan@gmail.com,,,BH17IN,,Carl_Jordan,2025-04-07,False,1,0,carl.jordan@gmail.com,BH1 7IN
MARKETING,MKT002359,,,MKT002359,,,,,,,Kelly_Foster,kelly.foster@gmail.com,,,HG1 8JM,,,,kellyfoster,kelly.foster@gmail.com,,,HG18JM,,Kelly_Foster,2025-04-07,True,4,0,kelly.foster@gmail.com,HG1 8JM
MARKETING,MKT002360,,,MKT002360,,,,,,,Owen_Marshall,owen.marshall@gmail.com,,,NW1 0IG,,,,owenmarshall,owen.marshall@gmail.com,,,NW10IG,,Owen_Marshall,2025-04-07,True,4,2,owen.marshall@gmail.com,NW1 0IG
MARKETING,MKT002361,,,MKT002361,,,,,,,Shaun_Parsons,shaunparsons@yahoo.com,,,PR1 7PK,,,,shaunparsons,shaunparsons@yahoo.com,,,PR17PK,,Shaun_Parsons,2025-04-07,True,6,4,shaunparsons@yahoo.com,PR1 7PK
MARKETING,MKT002362,,,MKT002362,,,,,,,Gareth_Wilson,gareth.wilson@gmail.com,,,HG1 4IZ,,,,garethwilson,gareth.wilson@gmail.com,,,HG14IZ,,Gareth_Wilson,2025-04-07,True,3,2,gareth.wilson@gmail.com,HG1 4IZ
MARKETING,MKT002363,,,MKT002363,,,,,,,Judith_Jones,judith.jones@aol.com,,,BD1 4QI,,,,judithjones,judith.jones@aol.com,,,BD14QI,,Judith_Jones,2025-04-07,True,13,5,judith.jones@aol.com,BD1 4QI
MARKETING,MKT002364,,,MKT002364,,,,,,,Lindsey_Stevens,lindsey.stevens@yahoo.com,,,SO14 0PH,,,,lindseystevens,lindsey.stevens@yahoo.com,,,SO140PH,,Lindsey_Stevens,2025-04-07,False,8,1,lindsey.stevens@yahoo.com,SO14 0PH
MARKETING,MKT002365,,,MKT002365,,,,,,,Caroline_Morgan,caroline.morgan@yahoo.com,,,BT34 7XL,,,,carolinemorgan,caroline.morgan@yahoo.com,,,BT347XL,,Caroline_Morgan,2025-04-07,True,9,2,caroline.morgan@yahoo.com,BT34 7XL
MARKETING,MKT002366,,,MKT002366,,,,,,,Alex_Richardson,alex.richardson@gmail.com,,,NR1 3OQ,,,,alexrichardson,alex.richardson@gmail.com,,,NR13OQ,,Alex_Richardson,2025-04-07,False,2,0,alex.richardson@gmail.com,NR1 3OQ
MARKETING,MKT002367,,,MKT002367,,,,,,,Kate_Nicholson,kate.nicholson@gmail.com,,,BN1 7OO,,,,katenicholson,kate.nicholson@gmail.com,,,BN17OO,,Kate_Nicholson,2025-04-07,False,4,0,kate.nicholson@gmail.com,BN1 7OO
MARKETING,MKT002368,,,MKT002368,,,,,,,Elliot_James,elliot.james@aol.com,,,LN1 7ZM,,,,elliotjames,elliot.james@aol.com,,,LN17ZM,,Elliot_James,2025-04-07,True,1,0,elliot.james@aol.com,LN1 7ZM
MARKETING,MKT002369,,,MKT002369,,,,,,,Brian_Hughes,brian.hughes@gmail.com,,,BD1 2KH,,,,brianhughes,brian.hughes@gmail.com,,,BD12KH,,Brian_Hughes,2025-04-07,True,10,5,brian.hughes@gmail.com,BD1 2KH
MARKETING,MKT002370,,,MKT002370,,,,,,,Marilyn_Barton,mbarton19@yahoo.com,,,EX1 4HZ,,,,marilynbarton,mbarton19@yahoo.com,,,EX14HZ,,Marilyn_Barton,2025-04-07,True,15,7,mbarton19@yahoo.com,EX1 4HZ
MARKETING,MKT002371,,,MKT002371,,,,,,,Carly_Ross,carly.ross@yahoo.com,,,BT34 1YS,,,,carlyross,carly.ross@yahoo.com,,,BT341YS,,Carly_Ross,2025-04-07,True,2,0,carly.ross@yahoo.com,BT34 1YS
MARKETING,MKT002372,,,MKT002372,,,,,,,Carly_Elliott,carly.elliott@gmail.com,,,HU1 0EW,,,,carlyelliott,carly.elliott@gmail.com,,,HU10EW,,Carly_Elliott,2025-04-07,True,10,2,carly.elliott@gmail.com,HU1 0EW
MARKETING,MKT002373,,,MKT002373,,,,,,,Gemma_Watson,gemma.watson@yahoo.com,,,BA1 5AR,,,,gemmawatson,gemma.watson@yahoo.com,,,BA15AR,,Gemma_Watson,2025-04-07,True,4,1,gemma.watson@yahoo.com,BA1 5AR
MARKETING,MKT002374,,,MKT002374,,,,,,,Liam_Bennett,liam.bennett@hotmail.com,,,LE1 3RR,,,,liambennett,liam.bennett@hotmail.com,,,LE13RR,,Liam_Bennett,2025-04-07,True,4,2,liam.bennett@hotmail.com,LE1 3RR
MARKETING,MKT002375,,,MKT002375,,,,,,,Ashleigh_Reeves,ashleigh.reeves@msn.com,,,WV1 3XJ,,,,ashleighreeves,ashleigh.reeves@msn.com,,,WV13XJ,,Ashleigh_Reeves,2025-04-07,True,8,1,ashleigh.reeves@msn.com,WV1 3XJ
MARKETING,MKT002376,,,MKT002376,,,,,,,Lewis_Turner,lewis.turner@yahoo.com,,,SR1 5LJ,,,,lewisturner,lewis.turner@yahoo.com,,,SR15LJ,,Lewis_Turner,2025-04-07,False,4,0,lewis.turner@yahoo.com,SR1 5LJ
MARKETING,MKT002377,,,MKT002377,,,,,,,Gary_Lee,gary.lee@hotmail.com,,,WR1,,,,garylee,gary.lee@hotmail.com,,,WR1,,Gary_Lee,2025-04-07,True,7,1,gary.lee@hotmail.com,WR1
MARKETING,MKT002378,,,MKT002378,,,,,,,Raymond_Booth,raymond.booth@yahoo.com,,,W1 0CL,,,,raymondbooth,raymond.booth@yahoo.com,,,W10CL,,Raymond_Booth,2025-04-07,False,2,0,raymond.booth@yahoo.com,W1 0CL
MARKETING,MKT002379,,,MKT002379,,,,,,,Jade_Morgan,jade.morgan@aol.com,,,GU1 3AD,,,,jademorgan,jade.morgan@aol.com,,,GU13AD,,Jade_Morgan,2025-04-07,True,7,2,jade.morgan@aol.com,GU1 3AD
MARKETING,MKT002380,,,MKT002380,,,,,,,Michelle_Adams,michelle.adams@hotmail.com,,,NG1 1BA,,,,michelleadams,michelle.adams@hotmail.com,,,NG11BA,,Michelle_Adams,2025-04-07,True,3,0,michelle.adams@hotmail.com,NG1 1BA
MARKETING,MKT002381,,,MKT002381,,,,,,,Shannon_Collins,shannon.collins@gmail.com,,,NW1 3BH,,,,shannoncollins,shannon.collins@gmail.com,,,NW13BH,,Shannon_Collins,2025-04-08,True,3,0,shannon.collins@gmail.com,NW1 3BH
MARKETING,MKT002382,,,MKT002382,,,,,,,Robert_Allen,robert.allen@yahoo.com,,,BN1 1FX,,,,robertallen,robert.allen@yahoo.com,,,BN11FX,,Robert_Allen,2025-04-08,True,7,1,robert.allen@yahoo.com,BN1 1FX
MARKETING,MKT002383,,,MKT002383,,,,,,,Leanne_Allen,leanne.allen@hotmail.com,,,YO1 8ZK,,,,leanneallen,leanne.allen@hotmail.com,,,YO18ZK,,Leanne_Allen,2025-04-08,False,4,2,leanne.allen@hotmail.com,YO1 8ZK
MARKETING,MKT002384,,,MKT002384,,,,,,,Leah_Campbell,leah.campbell@gmail.com,,,N1 7ZJ,,,,leahcampbell,leah.campbell@gmail.com,,,N17ZJ,,Leah_Campbell,2025-04-08,True,13,4,leah.campbell@gmail.com,N1 7ZJ
MARKETING,MKT002385,,,MKT002385,,,,,,,Caroline_Campbell,caroline.campbell@hotmail.com,,,GU1 4VQ,,,,carolinecampbell,caroline.campbell@hotmail.com,,,GU14VQ,,Caroline_Campbell,2025-04-08,True,4,0,caroline.campbell@hotmail.com,GU1 4VQ
MARKETING,MKT002386,,,MKT002386,,,,,,,Adrian_Walton,adrian.walton@yahoo.com,,,N1 3WZ,,,,adrianwalton,adrian.walton@yahoo.com,,,N13WZ,,Adrian_Walton,2025-04-08,False,3,0,adrian.walton@yahoo.com,N1 3WZ
MARKETING,MKT002387,,,MKT002387,,,,,,,Brian_Davis,brian.davis@yahoo.com,,,HU1 3DM,,,,briandavis,brian.davis@yahoo.com,,,HU13DM,,Brian_Davis,2025-04-08,False,4,0,brian.davis@yahoo.com,HU1 3DM
MARKETING,MKT002388,,,MKT002388,,,,,,,Jacqueline_Roberts,jacqueline.roberts@yahoo.com,,,SR1 7YW,,,,jacquelineroberts,jacqueline.roberts@yahoo.com,,,SR17YW,,Jacqueline_Roberts,2025-04-08,True,2,0,jacqueline.roberts@yahoo.com,SR1 7YW
MARKETING,MKT002389,,,MKT002389,,,,,,,Gail_Williams,gailwilliams22@yahoo.fr,,,BH1 9OY,,,,gailwilliams,gailwilliams22@yahoo.fr,,,BH19OY,,Gail_Williams,2025-04-08,True,4,1,gailwilliams22@yahoo.fr,BH1 9OY
MARKETING,MKT002390,,,MKT002390,,,,,,,Simon_Bradley,simon.bradley@gmail.com,,,ST1 9UM,,,,simonbradley,simon.bradley@gmail.com,,,ST19UM,,Simon_Bradley,2025-04-08,False,10,5,simon.bradley@gmail.com,ST1 9UM
MARKETING,MKT002391,,,MKT002391,,,,,,,Gemma_Brown,gemma.brown@yahoo.com,,,PL1 3AI,,,,gemmabrown,gemma.brown@yahoo.com,,,PL13AI,,Gemma_Brown,2025-04-08,True,4,1,gemma.brown@yahoo.com,PL1 3AI
MARKETING,MKT002392,,,MKT002392,,,,,,,Beth_Butcher,beth.butcher@gmail.com,,,PO1 4SC,,,,bethbutcher,beth.butcher@gmail.com,,,PO14SC,,Beth_Butcher,2025-04-08,False,3,0,beth.butcher@gmail.com,PO1 4SC
MARKETING,MKT002393,,,MKT002393,,,,,,,Mohamed_Burton,mohamed.burton@yahoo.com,,,HU1 6XC,,,,mohamedburton,mohamed.burton@yahoo.com,,,HU16XC,,Mohamed_Burton,2025-04-08,True,1,0,mohamed.burton@yahoo.com,HU1 6XC
MARKETING,MKT002394,,,MKT002394,,,,,,,Katherine_Birch,katherine.birch@yahoo.com,,,SE1 8QU,,,,katherinebirch,katherine.birch@yahoo.com,,,SE18QU,,Katherine_Birch,2025-04-08,False,8,3,katherine.birch@yahoo.com,SE1 8QU
MARKETING,MKT002395,,,MKT002395,,,,,,,Jemma_Singh,jemma.singh@aol.com,,,BS1 8ZD,,,,jemmasingh,jemma.singh@aol.com,,,BS18ZD,,Jemma_Singh,2025-04-08,True,7,2,jemma.singh@aol.com,BS1 8ZD
MARKETING,MKT002396,,,MKT002396,,,,,,,Kahtryn_Allen,kathryn.allen20@yahoo.fr,,,EH1 6FP,,,,kahtrynallen,kathryn.allen20@yahoo.fr,,,EH16FP,,Kahtryn_Allen,2025-04-08,True,18,5,kathryn.allen20@yahoo.fr,EH1 6FP
MARKETING,MKT002397,,,MKT002397,,,,,,,Malcolm_Wilkinson,malcolm.wilkinson@hotmail.com,,,E1 3OW,,,,malcolmwilkinson,malcolm.wilkinson@hotmail.com,,,E13OW,,Malcolm_Wilkinson,2025-04-08,True,8,3,malcolm.wilkinson@hotmail.com,E1 3OW
MARKETING,MKT002398,,,MKT002398,,,,,,,Lewis_Baker,lewis.baker25@hotmail.fr,,,LL11 7UP,,,,lewisbaker,lewis.baker25@hotmail.fr,,,LL117UP,,Lewis_Baker,2025-04-08,True,4,0,lewis.baker25@hotmail.fr,LL11 7UP
MARKETING,MKT002399,,,MKT002399,,,,,,,Ricky_Whitehead,ricky.whitehead@yahoo.com,,,ST1 4EQ,,,,rickywhitehead,ricky.whitehead@yahoo.com,,,ST14EQ,,Ricky_Whitehead,2025-04-08,False,2,1,ricky.whitehead@yahoo.com,ST1 4EQ
MARKETING,MKT002400,,,MKT002400,,,,,,,Raymond_Brown,raymond.brown@yahoo.com,,,PO1 3MC,,,,raymondbrown,raymond.brown@yahoo.com,,,PO13MC,,Raymond_Brown,2025-04-08,True,10,1,raymond.brown@yahoo.com,PO1 3MC
MARKETING,MKT002401,,,MKT002401,,,,,,,,kelly.evans@yahoo.fr,,,LN1 7SJ,,,,,kelly.evans@yahoo.fr,,,LN17SJ,,,2025-04-08,True,8,0,kelly.evans@yahoo.fr,LN1 7SJ
MARKETING,MKT002402,,,MKT002402,,,,,,,,henry.payne@yahoo.com,,,YO1 3JA,,,,,henry.payne@yahoo.com,,,YO13JA,,,2025-04-08,True,12,6,henry.payne@yahoo.com,YO1 3JA
MARKETING,MKT002403,,,MKT002403,,,,,,,Francesca_Harris,francesca.harris@wanadoo.fr,,,YO1 9XL,,,,francescaharris,francesca.harris@wanadoo.fr,,,YO19XL,,Francesca_Harris,2025-04-08,True,7,2,francesca.harris@wanadoo.fr,YO1 9XL
MARKETING,MKT002404,,,MKT002404,,,,,,,Patrick_Poole,patrick.poole@gmail.com,,,NN1 9WW,,,,patrickpoole,patrick.poole@gmail.com,,,NN19WW,,Patrick_Poole,2025-04-08,False,2,0,patrick.poole@gmail.com,NN1 9WW
